location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-06;total_deaths;75;2020-06-26;343;2020-09-06;624;1.82
AL;2020-09-06;total_deaths;70;2020-07-01;1072;2020-09-06;1930;1.8
AM;2020-09-06;total_deaths;99;2020-06-02;2102;2020-09-06;3847;1.83
AP;2020-09-06;total_deaths;79;2020-06-22;372;2020-09-06;672;1.81
BA;2020-09-06;total_deaths;46;2020-07-25;3140;2020-09-06;5658;1.8
CE;2020-09-06;total_deaths;90;2020-06-11;4663;2020-09-06;8565;1.84
DF;2020-09-06;total_deaths;39;2020-08-01;1490;2020-09-06;2710;1.82
ES;2020-09-06;total_deaths;66;2020-07-05;1804;2020-09-06;3256;1.8
GO;2020-09-06;total_deaths;34;2020-08-06;1888;2020-09-06;3457;1.83
MA;2020-09-06;total_deaths;74;2020-06-27;1943;2020-09-06;3508;1.81
MG;2020-09-06;total_deaths;35;2020-08-05;3195;2020-09-06;5837;1.83
MS;2020-09-06;total_deaths;30;2020-08-10;523;2020-09-06;966;1.85
MT;2020-09-06;total_deaths;45;2020-07-26;1580;2020-09-06;2907;1.84
PA;2020-09-06;total_deaths;97;2020-06-04;3416;2020-09-06;6249;1.83
PB;2020-09-06;total_deaths;56;2020-07-15;1383;2020-09-06;2543;1.84
PE;2020-09-06;total_deaths;79;2020-06-22;4252;2020-09-06;7702;1.81
PI;2020-09-06;total_deaths;55;2020-07-16;1043;2020-09-06;1893;1.81
PR;2020-09-06;total_deaths;40;2020-07-31;1920;2020-09-06;3551;1.85
RJ;2020-09-06;total_deaths;78;2020-06-23;9153;2020-09-06;16568;1.81
RN;2020-09-06;total_deaths;65;2020-07-06;1248;2020-09-06;2286;1.83
RO;2020-09-06;total_deaths;58;2020-07-13;647;2020-09-06;1185;1.83
RR;2020-09-06;total_deaths;70;2020-07-01;314;2020-09-06;598;1.9
RS;2020-09-06;total_deaths;37;2020-08-03;2016;2020-09-06;3739;1.85
SC;2020-09-06;total_deaths;35;2020-08-05;1306;2020-09-06;2405;1.84
SE;2020-09-06;total_deaths;57;2020-07-14;1033;2020-09-06;1893;1.83
SP;2020-09-06;total_deaths;62;2020-07-09;17118;2020-09-06;31353;1.83
TO;2020-09-06;total_deaths;35;2020-08-05;415;2020-09-06;748;1.8
