"dia_ano","dias","otimista","casos_estimados","pessimista","x"
146,2020-05-25,67,82,97,86
147,2020-05-26,72,88,104,102
148,2020-05-27,77,94,111,102
149,2020-05-28,83,101,119,102
150,2020-05-29,90,109,128,108
151,2020-05-30,96,117,138,110
152,2020-05-31,104,126,148,116
153,2020-06-01,111,135,159,116
154,2020-06-02,119,145,171,NA
155,2020-06-03,128,156,184,NA
156,2020-06-04,138,168,198,NA
157,2020-06-05,149,181,213,NA
158,2020-06-06,160,194,228,NA
159,2020-06-07,172,209,246,NA
160,2020-06-08,184,224,264,NA
