"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-02,295,298,296,347,245,260
2020-04-03,354,362,358,419,297,311
2020-04-04,424,438,431,505,357,417
2020-04-05,508,527,518,607,429,532
2020-04-06,609,630,620,726,514,636
2020-04-07,730,746,738,865,611,804
2020-04-08,875,876,876,1026,726,899
2020-04-09,1049,1019,1034,1211,857,981
2020-04-10,1257,1172,1214,1422,1006,NA
2020-04-11,1507,1333,1420,1664,1176,NA
2020-04-12,1807,1498,1652,1935,1369,NA
2020-04-13,2166,1663,1914,2242,1586,NA
2020-04-14,2596,1824,2210,2589,1831,NA
2020-04-15,3111,1978,2544,2980,2108,NA
2020-04-16,3729,2121,2925,3427,2423,NA
