"dia_ano","dias","otimista","casos_estimados","pessimista","x"
182,2020-06-30,601,647,693,649
183,2020-07-01,625,673,721,663
184,2020-07-02,650,700,750,706
185,2020-07-03,676,728,780,728
186,2020-07-04,704,758,812,763
187,2020-07-05,732,788,844,795
188,2020-07-06,762,820,878,820
189,2020-07-07,793,853,913,851
190,2020-07-08,825,888,951,895
191,2020-07-09,859,924,989,931
192,2020-07-10,893,961,1029,978
193,2020-07-11,929,1000,1071,NA
194,2020-07-12,966,1040,1114,NA
195,2020-07-13,1005,1082,1159,NA
196,2020-07-14,1046,1126,1206,NA
197,2020-07-15,1088,1171,1254,NA
198,2020-07-16,1132,1218,1304,NA
199,2020-07-17,1178,1268,1358,NA
200,2020-07-18,1226,1319,1412,NA
201,2020-07-19,1275,1372,1469,NA
202,2020-07-20,1327,1428,1529,NA
