"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,13,16,19,20
175,2020-06-23,14,17,20,22
176,2020-06-24,14,18,22,22
177,2020-06-25,15,19,23,22
178,2020-06-26,16,20,24,22
179,2020-06-27,17,21,25,22
180,2020-06-28,18,22,26,22
181,2020-06-29,18,23,28,22
182,2020-06-30,20,25,30,22
183,2020-07-01,21,26,31,22
184,2020-07-02,22,27,32,23
185,2020-07-03,23,29,35,NA
186,2020-07-04,25,31,37,NA
187,2020-07-05,25,32,39,NA
188,2020-07-06,27,34,41,NA
189,2020-07-07,29,36,43,NA
190,2020-07-08,30,38,46,NA
191,2020-07-09,32,40,48,NA
192,2020-07-10,33,42,51,NA
193,2020-07-11,35,44,53,NA
194,2020-07-12,37,47,57,NA
