"dia_ano","dias","otimista","casos_estimados","pessimista","x"
171,2020-06-19,130,150,170,159
172,2020-06-20,136,156,176,167
173,2020-06-21,141,162,183,175
174,2020-06-22,147,169,191,178
175,2020-06-23,153,176,199,179
176,2020-06-24,159,183,207,181
177,2020-06-25,165,190,215,183
178,2020-06-26,172,198,224,186
179,2020-06-27,179,206,233,191
180,2020-06-28,186,214,242,192
181,2020-06-29,194,223,252,195
182,2020-06-30,201,231,261,NA
183,2020-07-01,209,241,273,NA
184,2020-07-02,218,251,284,NA
185,2020-07-03,227,261,295,NA
186,2020-07-04,236,271,306,NA
187,2020-07-05,245,282,319,NA
188,2020-07-06,255,293,331,NA
189,2020-07-07,265,305,345,NA
190,2020-07-08,276,318,360,NA
191,2020-07-09,287,330,373,NA
