location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-07;total_cases;32;2020-06-08;8128;2020-07-07;14941;1.84
AL;2020-07-07;total_cases;25;2020-06-15;22962;2020-07-07;41524;1.81
AM;2020-07-07;total_cases;38;2020-06-02;43195;2020-07-07;79167;1.83
AP;2020-07-07;total_cases;25;2020-06-15;16813;2020-07-07;30294;1.8
BA;2020-07-07;total_cases;17;2020-06-23;49084;2020-07-07;91954;1.87
CE;2020-07-07;total_cases;31;2020-06-09;68384;2020-07-07;124952;1.83
DF;2020-07-07;total_cases;18;2020-06-22;34148;2020-07-07;62694;1.84
ES;2020-07-07;total_cases;23;2020-06-17;30441;2020-07-07;56698;1.86
GO;2020-07-07;total_cases;18;2020-06-22;16536;2020-07-07;31308;1.89
MA;2020-07-07;total_cases;32;2020-06-08;49371;2020-07-07;92088;1.87
MG;2020-07-07;total_cases;15;2020-06-25;32769;2020-07-07;60897;1.86
MS;2020-07-07;total_cases;17;2020-06-23;5784;2020-07-07;10687;1.85
MT;2020-07-07;total_cases;15;2020-06-25;12157;2020-07-07;22406;1.84
PA;2020-07-07;total_cases;29;2020-06-11;64126;2020-07-07;116152;1.81
PB;2020-07-07;total_cases;24;2020-06-16;30128;2020-07-07;54802;1.82
PE;2020-07-07;total_cases;37;2020-06-03;36463;2020-07-07;66151;1.81
PI;2020-07-07;total_cases;17;2020-06-23;15269;2020-07-07;27514;1.8
PR;2020-07-07;total_cases;14;2020-06-26;18672;2020-07-07;34308;1.84
RJ;2020-07-07;total_cases;33;2020-06-07;67756;2020-07-07;124086;1.83
RN;2020-07-07;total_cases;19;2020-06-21;19290;2020-07-07;35820;1.86
RO;2020-07-07;total_cases;23;2020-06-17;13567;2020-07-07;24564;1.81
RR;2020-07-07;total_cases;17;2020-06-23;10340;2020-07-07;19088;1.85
RS;2020-07-07;total_cases;21;2020-06-19;18587;2020-07-07;33800;1.82
SC;2020-07-07;total_cases;17;2020-06-23;19244;2020-07-07;35342;1.84
SE;2020-07-07;total_cases;22;2020-06-18;17338;2020-07-07;31640;1.82
SP;2020-07-07;total_cases;25;2020-06-15;181460;2020-07-07;332708;1.83
TO;2020-07-07;total_cases;25;2020-06-15;7137;2020-07-07;13004;1.82
