location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-25;total_cases;82;2020-07-08;15167;2020-09-25;27710;1.83
AL;2020-09-25;total_cases;76;2020-07-14;47005;2020-09-25;85937;1.83
AM;2020-09-25;total_cases;87;2020-07-03;74537;2020-09-25;135205;1.81
AP;2020-09-25;total_cases;97;2020-06-23;26437;2020-09-25;47657;1.8
BA;2020-09-25;total_cases;59;2020-07-31;166154;2020-09-25;303058;1.82
CE;2020-09-25;total_cases;81;2020-07-09;131000;2020-09-25;237147;1.81
DF;2020-09-25;total_cases;61;2020-07-29;102342;2020-09-25;187895;1.84
ES;2020-09-25;total_cases;71;2020-07-19;70609;2020-09-25;128265;1.82
GO;2020-09-25;total_cases;40;2020-08-19;109253;2020-09-25;197857;1.81
MA;2020-09-25;total_cases;82;2020-07-08;92939;2020-09-25;170923;1.84
MG;2020-09-25;total_cases;48;2020-08-11;156551;2020-09-25;283479;1.81
MS;2020-09-25;total_cases;43;2020-08-16;36836;2020-09-25;67196;1.82
MT;2020-09-25;total_cases;49;2020-08-10;65198;2020-09-25;119122;1.83
PA;2020-09-25;total_cases;79;2020-07-11;124934;2020-09-25;225542;1.81
PB;2020-09-25;total_cases;74;2020-07-16;65423;2020-09-25;119134;1.82
PE;2020-09-25;total_cases;70;2020-07-20;80115;2020-09-25;144268;1.8
PI;2020-09-25;total_cases;59;2020-07-31;51477;2020-09-25;93399;1.81
PR;2020-09-25;total_cases;49;2020-08-10;94124;2020-09-25;171932;1.83
RJ;2020-09-25;total_cases;70;2020-07-20;141005;2020-09-25;259488;1.84
RN;2020-09-25;total_cases;81;2020-07-09;37060;2020-09-25;68331;1.84
RO;2020-09-25;total_cases;64;2020-07-26;35810;2020-09-25;64732;1.81
RR;2020-09-25;total_cases;68;2020-07-22;26954;2020-09-25;49474;1.84
RS;2020-09-25;total_cases;41;2020-08-18;101217;2020-09-25;183115;1.81
SC;2020-09-25;total_cases;46;2020-08-13;115032;2020-09-25;211105;1.84
SE;2020-09-25;total_cases;73;2020-07-17;41888;2020-09-25;76727;1.83
SP;2020-09-25;total_cases;60;2020-07-30;529006;2020-09-25;964921;1.82
TO;2020-09-25;total_cases;44;2020-08-15;36478;2020-09-25;65994;1.81
