"dia_ano","dias","otimista","casos_estimados","pessimista","x"
176,2020-06-24,269,316,363,326
177,2020-06-25,278,327,376,335
178,2020-06-26,288,339,390,343
179,2020-06-27,297,350,403,351
180,2020-06-28,308,363,418,353
181,2020-06-29,319,375,431,361
182,2020-06-30,330,388,446,365
183,2020-07-01,342,402,462,370
184,2020-07-02,353,415,477,378
185,2020-07-03,365,430,495,387
186,2020-07-04,378,445,512,391
187,2020-07-05,391,460,529,NA
188,2020-07-06,405,476,547,NA
189,2020-07-07,419,493,567,NA
190,2020-07-08,433,510,587,NA
191,2020-07-09,448,527,606,NA
192,2020-07-10,464,546,628,NA
193,2020-07-11,479,564,649,NA
194,2020-07-12,496,584,672,NA
195,2020-07-13,513,604,695,NA
196,2020-07-14,531,625,719,NA
