location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-22;total_cases;13;2020-05-12;4967;2020-05-22;9216;1.86
Albania;2020-05-22;total_cases;38;2020-04-17;539;2020-05-22;981;1.82
Algeria;2020-05-22;total_cases;23;2020-05-02;4295;2020-05-22;7918;1.84
Andorra;2020-05-22;total_cases;54;2020-04-01;390;2020-05-22;762;1.95
Angola;2020-05-22;total_cases;23;2020-05-01;29;2020-05-22;60;2.07
Argentina;2020-05-22;total_cases;15;2020-05-10;5776;2020-05-22;10636;1.84
Armenia;2020-05-22;total_cases;16;2020-05-09;3175;2020-05-22;5928;1.87
Aruba;2020-05-22;total_cases;54;2020-04-01;55;2020-05-22;101;1.84
Australia;2020-05-22;total_cases;58;2020-03-28;3809;2020-05-22;7095;1.86
Austria;2020-05-22;total_cases;57;2020-03-29;8813;2020-05-22;16361;1.86
Azerbaijan;2020-05-22;total_cases;19;2020-05-06;2127;2020-05-22;3855;1.81
Bahamas;2020-05-22;total_cases;40;2020-04-15;53;2020-05-22;97;1.83
Bahrain;2020-05-22;total_cases;17;2020-05-08;4444;2020-05-22;8414;1.89
Bangladesh;2020-05-22;total_cases;13;2020-05-12;16660;2020-05-22;30205;1.81
Barbados;2020-05-22;total_cases;51;2020-04-03;45;2020-05-22;90;2
Belarus;2020-05-22;total_cases;20;2020-05-05;18350;2020-05-22;34303;1.87
Belgium;2020-05-22;total_cases;41;2020-04-14;31119;2020-05-22;56511;1.82
Belize;2020-05-22;total_cases;45;2020-04-10;10;2020-05-22;18;1.8
Benin;2020-05-22;total_cases;26;2020-04-29;69;2020-05-22;135;1.96
Bhutan;2020-05-22;total_cases;12;2020-05-12;11;2020-05-22;24;2.18
Bolivia;2020-05-22;total_cases;13;2020-05-12;2964;2020-05-22;5579;1.88
Bonaire.Sint.Eustatius.and.Saba;2020-05-22;total_cases;42;2020-04-12;3;2020-05-22;6;2
Bosnia.and.Herzegovina;2020-05-22;total_cases;35;2020-04-20;1300;2020-05-22;2372;1.82
Botswana;2020-05-22;total_cases;36;2020-04-18;15;2020-05-22;30;2
Brazil;2020-05-22;total_cases;13;2020-05-12;177589;2020-05-22;330890;1.86
British.Virgin.Islands;2020-05-22;total_cases;35;2020-04-19;4;2020-05-22;8;2
Brunei;2020-05-22;total_cases;66;2020-03-20;78;2020-05-22;141;1.81
Bulgaria;2020-05-22;total_cases;29;2020-04-26;1300;2020-05-22;2408;1.85
Burkina.Faso;2020-05-22;total_cases;45;2020-04-10;448;2020-05-22;814;1.82
Cameroon;2020-05-22;total_cases;16;2020-05-09;2274;2020-05-22;4400;1.93
Canada;2020-05-22;total_cases;30;2020-04-25;45341;2020-05-22;82469;1.82
Cape.Verde;2020-05-22;total_cases;19;2020-05-06;191;2020-05-22;362;1.9
Cayman.Islands;2020-05-22;total_cases;31;2020-04-24;66;2020-05-22;121;1.83
Central.African.Republic;2020-05-22;total_cases;10;2020-05-14;221;2020-05-22;479;2.17
Chad;2020-05-22;total_cases;14;2020-05-11;322;2020-05-22;611;1.9
Chile;2020-05-22;total_cases;13;2020-05-12;31721;2020-05-22;61857;1.95
