"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-09,8148,8555,8352,9180,7524,8457
2020-06-10,8554,8782,8668,9527,7809,8746
2020-06-11,8979,8996,8988,9879,8097,9091
2020-06-12,9426,9198,9312,10235,8389,9295
2020-06-13,9896,9388,9642,10598,8686,9534
2020-06-14,10388,9566,9977,10966,8988,9642
2020-06-15,10906,9731,10318,11341,9295,9771
2020-06-16,11448,9886,10667,11724,9610,10003
2020-06-17,12018,10029,11024,12117,9931,NA
2020-06-18,12617,10161,11389,12518,10260,NA
2020-06-19,13245,10283,11764,12930,10598,NA
2020-06-20,13904,10396,12150,13354,10946,NA
2020-06-21,14596,10499,12548,13792,11304,NA
2020-06-22,15323,10594,12958,14243,11673,NA
2020-06-23,16086,10681,13384,14711,12057,NA
