"dia_ano","dias","otimista","casos_estimados","pessimista","x"
160,2020-06-08,154,171,188,168
161,2020-06-09,160,178,196,182
162,2020-06-10,166,184,202,188
163,2020-06-11,171,190,209,192
164,2020-06-12,178,197,216,197
165,2020-06-13,183,203,223,200
166,2020-06-14,188,209,230,203
167,2020-06-15,193,214,235,216
168,2020-06-16,198,220,242,224
169,2020-06-17,203,225,247,231
170,2020-06-18,207,230,253,239
171,2020-06-19,212,235,258,NA
172,2020-06-20,216,240,264,NA
173,2020-06-21,220,244,268,NA
174,2020-06-22,224,248,272,NA
175,2020-06-23,227,252,277,NA
176,2020-06-24,231,256,281,NA
177,2020-06-25,234,259,284,NA
178,2020-06-26,237,263,289,NA
179,2020-06-27,240,266,292,NA
180,2020-06-28,243,269,295,NA
