"dia_ano","dias","otimista","casos_estimados","pessimista","x"
124,2020-05-03,2460,2684,2908,2627
125,2020-05-04,2591,2826,3061,2654
126,2020-05-05,2721,2968,3215,2851
127,2020-05-06,2850,3109,3368,3045
128,2020-05-07,2978,3249,3520,3206
129,2020-05-08,3104,3386,3668,3416
130,2020-05-09,3228,3521,3814,3608
131,2020-05-10,3348,3652,3956,3709
132,2020-05-11,3464,3779,4094,NA
133,2020-05-12,3576,3901,4226,NA
134,2020-05-13,3684,4019,4354,NA
135,2020-05-14,3788,4132,4476,NA
136,2020-05-15,3886,4239,4592,NA
137,2020-05-16,3979,4341,4703,NA
138,2020-05-17,4067,4437,4807,NA
