"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-01,3257,3480,3368,3815,2921,3506
2020-05-02,3564,3775,3670,4157,3183,3805
2020-05-03,3901,4081,3991,4520,3462,4040
2020-05-04,4270,4396,4333,4908,3758,4227
2020-05-05,4673,4716,4694,5317,4071,4530
2020-05-06,5115,5040,5078,5752,4404,5028
2020-05-07,5598,5366,5482,6209,4755,5389
2020-05-08,6127,5690,5908,6692,5124,5909
2020-05-09,6706,6010,6358,7202,5514,NA
2020-05-10,7340,6324,6832,7738,5926,NA
2020-05-11,8033,6630,7332,8305,6359,NA
2020-05-12,8793,6925,7859,8902,6816,NA
2020-05-13,9623,7209,8416,9533,7299,NA
2020-05-14,10533,7479,9006,10201,7811,NA
2020-05-15,11528,7734,9631,10909,8353,NA
