location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-07;total_cases;48;2020-06-23;11810;2020-08-07;21376;1.81
AL;2020-08-07;total_cases;41;2020-06-30;35962;2020-08-07;65916;1.83
AM;2020-08-07;total_cases;55;2020-06-16;58018;2020-08-07;105857;1.82
AP;2020-08-07;total_cases;52;2020-06-19;19922;2020-08-07;37964;1.91
BA;2020-08-07;total_cases;30;2020-07-11;104188;2020-08-07;187892;1.8
CE;2020-08-07;total_cases;46;2020-06-25;102126;2020-08-07;185409;1.82
DF;2020-08-07;total_cases;32;2020-07-09;65677;2020-08-07;119903;1.83
ES;2020-08-07;total_cases;40;2020-07-01;48821;2020-08-07;89923;1.84
GO;2020-08-07;total_cases;20;2020-07-21;43794;2020-08-07;82807;1.89
MA;2020-08-07;total_cases;49;2020-06-22;70689;2020-08-07;128846;1.82
MG;2020-08-07;total_cases;27;2020-07-14;78643;2020-08-07;147323;1.87
MS;2020-08-07;total_cases;21;2020-07-20;16637;2020-08-07;29988;1.8
MT;2020-08-07;total_cases;22;2020-07-19;34136;2020-08-07;62785;1.84
PA;2020-08-07;total_cases;48;2020-06-23;88636;2020-08-07;164759;1.86
PB;2020-08-07;total_cases;40;2020-07-01;48175;2020-08-07;89117;1.85
PE;2020-08-07;total_cases;44;2020-06-27;57089;2020-08-07;102872;1.8
PI;2020-08-07;total_cases;31;2020-07-10;31269;2020-08-07;58390;1.87
PR;2020-08-07;total_cases;26;2020-07-15;47124;2020-08-07;88899;1.89
RJ;2020-08-07;total_cases;49;2020-06-22;97572;2020-08-07;175696;1.8
RN;2020-08-07;total_cases;41;2020-06-30;30287;2020-08-07;54717;1.81
RO;2020-08-07;total_cases;35;2020-07-06;23921;2020-08-07;43390;1.81
RR;2020-08-07;total_cases;33;2020-07-08;19284;2020-08-07;35540;1.84
RS;2020-08-07;total_cases;26;2020-07-15;42239;2020-08-07;79026;1.87
SC;2020-08-07;total_cases;21;2020-07-20;54414;2020-08-07;101582;1.87
SE;2020-08-07;total_cases;31;2020-07-10;34713;2020-08-07;63728;1.84
SP;2020-08-07;total_cases;34;2020-07-07;332708;2020-08-07;608379;1.83
TO;2020-08-07;total_cases;25;2020-07-16;16672;2020-08-07;30358;1.82
