"dia_ano","dias","otimista","casos_estimados","pessimista","x"
180,2020-06-28,522,549,576,563
181,2020-06-29,553,581,609,582
182,2020-06-30,584,614,644,593
183,2020-07-01,617,648,679,634
184,2020-07-02,649,682,715,674
185,2020-07-03,681,716,751,709
186,2020-07-04,715,751,787,755
187,2020-07-05,747,785,823,807
188,2020-07-06,779,819,859,826
189,2020-07-07,812,853,894,846
190,2020-07-08,844,887,930,882
191,2020-07-09,875,920,965,NA
192,2020-07-10,907,953,999,NA
193,2020-07-11,936,984,1032,NA
194,2020-07-12,966,1015,1064,NA
195,2020-07-13,994,1045,1096,NA
196,2020-07-14,1022,1074,1126,NA
197,2020-07-15,1049,1102,1155,NA
198,2020-07-16,1074,1129,1184,NA
199,2020-07-17,1098,1154,1210,NA
200,2020-07-18,1121,1178,1235,NA
