"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,12132,1206,6669,8268,5070,157
2020-03-03,12785,1411,7098,8800,5396,196
2020-03-04,13474,1649,7562,9375,5749,262
2020-03-05,14199,1928,8064,9997,6131,400
2020-03-06,14964,2253,8608,10672,6544,684
2020-03-07,15769,2632,9200,11406,6994,847
2020-03-08,16618,3074,9846,12206,7486,902
2020-03-09,17513,3587,10550,13079,8021,1139
2020-03-10,18456,4184,11320,14034,8606,1296
2020-03-11,19450,4877,12164,15080,9248,1567
2020-03-12,20497,5680,13088,16226,9950,2369
2020-03-13,21601,6609,14105,17487,10723,3062
2020-03-14,22764,7683,15224,18874,11574,3795
2020-03-15,23989,8920,16454,20399,12509,4838
2020-03-16,25281,10341,17811,22081,13541,6012
2020-03-17,26642,11970,19306,23934,14678,7156
2020-03-18,28076,13829,20952,25975,15929,8198
2020-03-19,29588,15945,22766,28224,17308,14138
2020-03-20,31181,18340,24760,30696,18824,18187
2020-03-21,32860,21038,26949,33410,20488,21463
2020-03-22,34629,24061,29345,36380,22310,24774
2020-03-23,36494,27426,31960,39622,24298,29212
2020-03-24,38458,31144,34801,43144,26458,31554
2020-03-25,40529,35222,37876,46956,28796,36508
2020-03-26,42711,39655,41183,51056,31310,42288
2020-03-27,45011,44430,44720,55441,33999,48582
2020-03-28,47434,49521,48478,60100,36856,52547
2020-03-29,49988,54891,52440,65012,39868,57298
2020-03-30,52679,60492,56586,70152,43020,61913
2020-03-31,55516,66266,60891,75489,46293,67366
2020-04-01,58505,72146,65326,80987,49665,73522
2020-04-02,61655,78060,69858,86606,53110,79696
2020-04-03,64974,83935,74454,92303,56605,85778
2020-04-04,68472,89699,79086,98046,60126,91714
2020-04-05,72159,95285,83722,103793,63651,95391
2020-04-06,76044,100638,88341,109520,67162,99225
2020-04-07,80138,105707,92922,115199,70645,103228
2020-04-08,84453,110458,97456,120820,74092,108202
2020-04-09,89000,114867,101934,126371,77497,113525
2020-04-10,93792,118919,106356,131854,80858,117658
2020-04-11,98842,122612,110727,137273,84181,120479
2020-04-12,104163,125952,115058,142642,87474,123016
2020-04-13,109772,128951,119362,147978,90746,125098
2020-04-14,115682,131628,123655,153300,94010,127584
2020-04-15,121910,134002,127956,158632,97280,130450
2020-04-16,128474,136099,132286,164000,100572,133830
2020-04-17,135391,137941,136666,169430,103902,137439
2020-04-18,142681,139555,141118,174949,107287,139897
2020-04-19,150363,140962,145662,180583,110741,141672
2020-04-20,158458,142187,150322,186360,114284,143457
2020-04-21,166990,143250,155120,192308,117932,145694
2020-04-22,175981,144169,160075,198451,121699,148046
2020-04-23,185456,144964,165210,204817,125603,153129
2020-04-24,195441,145650,170546,211432,129660,NA
2020-04-25,205963,146241,176102,218320,133884,NA
2020-04-26,217053,146749,181901,225510,138292,NA
2020-04-27,228739,147185,187962,233024,142900,NA
2020-04-28,241054,147560,194307,240890,147724,NA
2020-04-29,254033,147882,200958,249135,152781,NA
2020-04-30,267710,148157,207934,257784,158084,NA
