"dia_ano","dias","otimista","casos_estimados","pessimista","x"
122,2020-05-01,184,223,262,235
123,2020-05-02,212,256,300,273
124,2020-05-03,241,291,341,309
125,2020-05-04,272,329,386,330
126,2020-05-05,303,367,431,369
127,2020-05-06,336,407,478,392
128,2020-05-07,369,447,525,410
129,2020-05-08,402,486,570,515
130,2020-05-09,432,523,614,NA
131,2020-05-10,462,559,656,NA
132,2020-05-11,490,593,696,NA
133,2020-05-12,516,624,732,NA
134,2020-05-13,538,651,764,NA
135,2020-05-14,559,676,793,NA
136,2020-05-15,577,698,819,NA
