"dia_ano","dias","otimista","casos_estimados","pessimista","x"
153,2020-06-01,978,1030,1082,997
154,2020-06-02,1003,1056,1109,1028
155,2020-06-03,1026,1081,1136,1062
156,2020-06-04,1048,1104,1160,1095
157,2020-06-05,1070,1127,1184,1132
158,2020-06-06,1091,1149,1207,1170
159,2020-06-07,1111,1170,1229,1208
160,2020-06-08,1129,1189,1249,1247
161,2020-06-09,1147,1208,1269,NA
162,2020-06-10,1163,1225,1287,NA
163,2020-06-11,1179,1242,1305,NA
164,2020-06-12,1193,1257,1321,NA
165,2020-06-13,1208,1272,1336,NA
166,2020-06-14,1220,1285,1350,NA
167,2020-06-15,1232,1298,1364,NA
