"dia_ano","dias","otimista","casos_estimados","pessimista","x"
126,2020-05-05,593,646,699,649
127,2020-05-06,646,704,762,751
128,2020-05-07,704,767,830,806
129,2020-05-08,767,836,905,874
130,2020-05-09,836,911,986,962
131,2020-05-10,911,992,1073,1004
132,2020-05-11,992,1081,1170,1035
133,2020-05-12,1081,1178,1275,1098
134,2020-05-13,1179,1284,1389,NA
135,2020-05-14,1284,1399,1514,NA
136,2020-05-15,1399,1524,1649,NA
137,2020-05-16,1525,1661,1797,NA
138,2020-05-17,1661,1809,1957,NA
139,2020-05-18,1809,1971,2133,NA
140,2020-05-19,1972,2148,2324,NA
