"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
199,2020-07-17,24,28,32,1044
200,2020-07-18,24,28,32,1049
201,2020-07-19,25,29,33,1076
202,2020-07-20,26,30,34,1110
203,2020-07-21,26,31,36,1139
204,2020-07-22,27,32,37,1167
205,2020-07-23,27,32,37,1190
206,2020-07-24,28,33,38,1238
207,2020-07-25,29,34,39,1242
208,2020-07-26,30,35,40,1255
209,2020-07-27,31,36,41,1271
210,2020-07-28,32,37,42,NA
211,2020-07-29,32,37,42,NA
212,2020-07-30,32,38,44,NA
213,2020-07-31,33,39,45,NA
214,2020-08-01,34,40,46,NA
215,2020-08-02,35,41,47,NA
216,2020-08-03,35,41,47,NA
217,2020-08-04,36,42,48,NA
218,2020-08-05,37,43,49,NA
219,2020-08-06,37,44,51,NA
