"dia_ano","dias","otimista","casos_estimados","pessimista","x"
146,2020-05-25,2019,2369,2719,2493
147,2020-05-26,2134,2505,2876,2603
148,2020-05-27,2257,2649,3041,2671
149,2020-05-28,2387,2801,3215,2733
150,2020-05-29,2524,2962,3400,2859
151,2020-05-30,2670,3133,3596,2956
152,2020-05-31,2823,3313,3803,3010
153,2020-06-01,2985,3503,4021,3188
154,2020-06-02,3156,3704,4252,NA
155,2020-06-03,3338,3917,4496,NA
156,2020-06-04,3529,4142,4755,NA
157,2020-06-05,3732,4380,5028,NA
158,2020-06-06,3947,4632,5317,NA
159,2020-06-07,4173,4898,5623,NA
160,2020-06-08,4413,5179,5945,NA
