"dia_ano","dias","otimista","casos_estimados","pessimista","x"
123,2020-05-02,199,215,231,224
124,2020-05-03,218,235,252,237
125,2020-05-04,235,254,273,249
126,2020-05-05,254,274,294,271
127,2020-05-06,272,293,314,291
128,2020-05-07,289,312,335,305
129,2020-05-08,307,331,355,330
130,2020-05-09,323,349,375,355
131,2020-05-10,339,366,393,NA
132,2020-05-11,354,382,410,NA
133,2020-05-12,368,397,426,NA
134,2020-05-13,382,412,442,NA
135,2020-05-14,394,425,456,NA
136,2020-05-15,404,436,468,NA
137,2020-05-16,414,447,480,NA
