"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-06,323071,328462,325766,362725,288807,323070
2020-07-07,333253,335571,334412,372352,296472,332708
2020-07-08,343756,342641,343198,382135,304261,341365
2020-07-09,354590,349664,352127,392077,312177,349715
2020-07-10,365766,356632,361199,402178,320220,359110
2020-07-11,377294,363538,370416,412441,328391,366890
2020-07-12,389185,370375,379780,422867,336693,371997
2020-07-13,401451,377136,389294,433461,345127,374607
2020-07-14,414104,383816,398960,444223,353697,386607
2020-07-15,427155,390407,408781,455158,362404,393176
2020-07-16,440618,396905,418762,466272,371252,402048
2020-07-17,454505,403304,428904,477564,380244,NA
2020-07-18,468830,409599,439214,489044,389384,NA
2020-07-19,483606,415786,449696,500715,398677,NA
2020-07-20,498848,421860,460354,512583,408125,NA
2020-07-21,514570,427818,471194,524652,417736,NA
2020-07-22,530788,433656,482222,536932,427512,NA
2020-07-23,547517,439372,493444,549427,437461,NA
2020-07-24,564773,444963,504868,562147,447589,NA
2020-07-25,582573,450427,516500,575099,457901,NA
2020-07-26,600934,455762,528348,588291,468405,NA
