"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-07-08,126748,125704,126226,145515,106937,126329
2020-07-09,130144,126848,128496,148132,108860,128324
2020-07-10,133631,127940,130786,150772,110800,129443
2020-07-11,137212,128982,133097,153436,112758,129675
2020-07-12,140888,129975,135432,156128,114736,129684
2020-07-13,144663,130920,137792,158849,116735,132044
2020-07-14,148539,131819,140179,161601,118757,132822
2020-07-15,152519,132674,142596,164387,120805,134449
2020-07-16,156605,133486,145046,167211,122881,134573
2020-07-17,160801,134257,147529,170074,124984,135230
2020-07-18,165110,134988,150049,172979,127119,135230
2020-07-19,169533,135681,152607,175928,129286,NA
2020-07-20,174076,136338,155207,178925,131489,NA
2020-07-21,178740,136960,157850,181972,133728,NA
2020-07-22,183529,137548,160538,185071,136005,NA
2020-07-23,188446,138105,163276,188227,138325,NA
2020-07-24,193495,138631,166063,191440,140686,NA
2020-07-25,198680,139129,168904,194715,143093,NA
2020-07-26,204003,139599,171801,198055,145547,NA
2020-07-27,209469,140042,174756,201461,148051,NA
2020-07-28,215081,140461,177771,204937,150605,NA
