"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,186692,37902,112297,135973,88621,103
2020-03-03,191465,40531,115998,140454,91542,125
2020-03-04,196361,43338,119850,145118,94582,159
2020-03-05,201382,46335,123858,149971,97745,233
2020-03-06,206531,49535,128033,155027,101039,338
2020-03-07,211812,52949,132380,160290,104470,433
2020-03-08,217227,56592,136910,165775,108045,554
2020-03-09,222782,60477,141630,171490,111770,754
2020-03-10,228478,64621,146550,177448,115652,1025
2020-03-11,234320,69038,151679,183658,119700,1312
2020-03-12,240312,73746,157029,190136,123922,1663
2020-03-13,246456,78762,162609,196892,128326,2174
2020-03-14,252758,84104,168431,203942,132920,2951
2020-03-15,259221,89792,174506,211298,137714,3774
2020-03-16,265849,95845,180847,218975,142719,4661
2020-03-17,272647,102284,187466,226990,147942,6427
2020-03-18,279618,109131,194374,235354,153394,9415
2020-03-19,286768,116409,201588,244089,159087,14250
2020-03-20,294100,124140,209120,253209,165031,19624
2020-03-21,301620,132349,216984,262731,171237,26747
2020-03-22,309332,141059,225196,272675,177717,35206
2020-03-23,317242,150297,233770,283056,184484,46442
2020-03-24,325353,160088,242720,293893,191547,55231
2020-03-25,333672,170459,252066,305210,198922,69194
2020-03-26,342204,181435,261820,317020,206620,85991
2020-03-27,350954,193044,271999,329345,214653,104686
2020-03-28,359928,205311,282620,342206,223034,124665
2020-03-29,369131,218265,293698,355619,231777,143025
2020-03-30,378569,231930,305250,369607,240893,164620
2020-03-31,388249,246334,317292,384188,250396,189618
2020-04-01,398176,261499,329838,399379,260297,216721
2020-04-02,408358,277452,342905,415201,270609,245540
2020-04-03,418799,294213,356506,431669,281343,277965
2020-04-04,429507,311804,370656,448802,292510,312237
2020-04-05,440490,330244,385367,466615,304119,337635
2020-04-06,451753,349550,400652,485123,316181,368196
2020-04-07,463304,369735,416520,504336,328704,398809
2020-04-08,475150,390811,432980,524266,341694,432132
2020-04-09,487299,412785,450042,544926,355158,466033
2020-04-10,499759,435662,467710,566319,369101,501560
2020-04-11,512538,459440,485989,588451,383527,529951
2020-04-12,525643,484117,504880,611325,398435,557571
2020-04-13,539083,509682,524382,634939,413825,582594
2020-04-14,552867,536121,544494,659291,429697,609516
2020-04-15,567004,563416,565210,684375,446045,639664
2020-04-16,581502,591541,586522,710180,462864,671331
2020-04-17,596370,620466,608418,736692,480144,702164
2020-04-18,611619,650155,630887,763899,497875,735086
2020-04-19,627258,680567,653912,791778,516046,759687
2020-04-20,643296,711656,677476,820310,534642,787752
2020-04-21,659745,743367,701556,849467,553645,825041
2020-04-22,676614,775645,726130,879222,573038,842629
2020-04-23,693915,808427,751171,909542,592800,869172
2020-04-24,711658,841647,776652,940396,612908,890524
2020-04-25,729854,875235,802544,971747,633341,939053
2020-04-26,748516,909116,828816,1003558,654074,965910
2020-04-27,767655,943215,855435,1035789,675081,988451
2020-04-28,787284,977453,882368,1068400,696336,1012583
2020-04-29,807414,1011751,909582,1101352,717812,1039909
2020-04-30,828059,1046028,937044,1134604,739484,1069826
2020-05-01,849232,1080205,964718,1168112,761324,1103781
2020-05-02,870946,1114203,992574,1201841,783307,1133069
2020-05-03,893216,1147944,1020580,1235752,805408,1158041
2020-05-04,916055,1181353,1048704,1269805,827603,1180634
2020-05-05,939478,1214358,1076918,1303968,849868,1204475
2020-05-06,963500,1246891,1105196,1338208,872184,1228603
2020-05-07,988136,1278888,1133512,1372494,894530,1256972
2020-05-08,1013402,1310289,1161846,1406801,916891,1283929
2020-05-09,1039314,1341039,1190176,1441104,939248,1309541
2020-05-10,1065888,1371088,1218488,1475385,961591,1329799
2020-05-11,1093142,1400393,1246768,1509628,983908,1347916
2020-05-12,1121093,1428914,1275004,1543817,1006191,1369964
2020-05-13,1149759,1456620,1303190,1577945,1028435,1390746
2020-05-14,1179158,1483481,1331320,1612006,1050634,1417889
2020-05-15,1209308,1509477,1359392,1645996,1072788,1443397
2020-05-16,1240229,1534591,1387410,1679922,1094898,1467884
2020-05-17,1271941,1558810,1415376,1713784,1116968,1486757
2020-05-18,1304464,1582130,1443297,1747591,1139003,1508598
2020-05-19,1337818,1604546,1471182,1781355,1161009,1528568
