"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-23,328,331,330,375,285,324
2020-04-24,390,394,392,445,339,413
2020-04-25,462,469,466,529,403,501
2020-04-26,548,557,552,627,477,554
2020-04-27,650,660,655,744,566,643
2020-04-28,771,778,774,879,669,777
2020-04-29,915,915,915,1039,791,957
2020-04-30,1085,1071,1078,1225,931,1044
2020-05-01,1287,1247,1267,1439,1095,NA
2020-05-02,1527,1444,1486,1688,1284,NA
2020-05-03,1811,1663,1737,1973,1501,NA
2020-05-04,2148,1901,2024,2299,1749,NA
2020-05-05,2548,2157,2352,2672,2032,NA
2020-05-06,3022,2429,2726,3097,2355,NA
2020-05-07,3585,2712,3148,3576,2720,NA
