"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Vietnam",2019-12-30,0,0,0,NA,0
"Vietnam",2019-12-31,0,0,0,NA,0
"Vietnam",2020-01-01,0,0,0,NA,0
"Vietnam",2020-01-02,0,0,0,NA,0
"Vietnam",2020-01-03,0,0,0,NA,0
"Vietnam",2020-01-04,0,0,0,NA,0
"Vietnam",2020-01-05,0,0,0,NA,0
"Vietnam",2020-01-06,0,0,0,NA,0
"Vietnam",2020-01-07,0,0,0,NA,0
"Vietnam",2020-01-08,0,0,0,NA,0
"Vietnam",2020-01-09,0,0,0,NA,0
"Vietnam",2020-01-10,0,0,0,NA,0
"Vietnam",2020-01-11,0,0,0,NA,0
"Vietnam",2020-01-12,0,0,0,NA,0
"Vietnam",2020-01-13,0,0,0,NA,0
"Vietnam",2020-01-14,0,0,0,NA,0
"Vietnam",2020-01-15,0,0,0,NA,0
"Vietnam",2020-01-16,0,0,0,NA,0
"Vietnam",2020-01-17,0,0,0,NA,0
"Vietnam",2020-01-18,0,0,0,NA,0
"Vietnam",2020-01-19,0,0,0,NA,0
"Vietnam",2020-01-20,0,0,0,NA,0
"Vietnam",2020-01-21,0,0,0,NA,0
"Vietnam",2020-01-22,0,0,0,NA,0
"Vietnam",2020-01-23,1,1,1,NA,2
"Vietnam",2020-01-24,1,1,1,NA,2
"Vietnam",2020-01-25,1,1,1,NA,2
"Vietnam",2020-01-26,1,1,1,NA,2
"Vietnam",2020-01-27,1,1,1,NA,2
"Vietnam",2020-01-28,1,1,1,NA,2
"Vietnam",2020-01-29,1,1,1,NA,2
"Vietnam",2020-01-30,1,1,1,NA,5
"Vietnam",2020-01-31,1,1,1,NA,5
"Vietnam",2020-02-01,1,1,1,NA,7
"Vietnam",2020-02-02,1,1,1,NA,8
"Vietnam",2020-02-03,1,1,1,NA,9
"Vietnam",2020-02-04,1,2,3,NA,10
"Vietnam",2020-02-05,1,2,3,NA,10
"Vietnam",2020-02-06,1,2,3,NA,12
"Vietnam",2020-02-07,1,2,3,NA,13
"Vietnam",2020-02-08,1,2,3,NA,14
"Vietnam",2020-02-09,1,2,3,NA,14
"Vietnam",2020-02-10,2,3,4,NA,15
"Vietnam",2020-02-11,2,3,4,NA,15
"Vietnam",2020-02-12,2,3,4,NA,16
"Vietnam",2020-02-13,3,4,5,NA,16
"Vietnam",2020-02-14,3,4,5,NA,16
"Vietnam",2020-02-15,3,4,5,NA,16
"Vietnam",2020-02-16,4,5,6,NA,16
"Vietnam",2020-02-17,4,5,6,NA,16
"Vietnam",2020-02-18,4,6,8,NA,16
"Vietnam",2020-02-19,4,6,8,NA,16
"Vietnam",2020-02-20,5,7,9,NA,16
"Vietnam",2020-02-21,5,7,9,NA,16
"Vietnam",2020-02-22,6,8,10,NA,16
"Vietnam",2020-02-23,6,9,12,NA,16
"Vietnam",2020-02-24,7,10,13,NA,16
"Vietnam",2020-02-25,7,10,13,NA,16
"Vietnam",2020-02-26,8,11,14,NA,16
"Vietnam",2020-02-27,9,13,17,NA,16
"Vietnam",2020-02-28,10,14,18,NA,16
"Vietnam",2020-02-29,11,15,19,NA,16
"Vietnam",2020-03-01,11,16,21,NA,16
"Vietnam",2020-03-02,13,18,23,NA,0
"Vietnam",2020-03-03,14,20,26,NA,0
"Vietnam",2020-03-04,15,21,27,NA,0
"Vietnam",2020-03-05,16,23,30,NA,0
"Vietnam",2020-03-06,19,26,33,NA,17
"Vietnam",2020-03-07,20,28,36,NA,21
"Vietnam",2020-03-08,22,31,40,NA,30
"Vietnam",2020-03-09,24,34,44,NA,31
"Vietnam",2020-03-10,26,37,48,NA,35
"Vietnam",2020-03-11,29,40,51,NA,39
"Vietnam",2020-03-12,31,44,57,NA,44
"Vietnam",2020-03-13,34,48,62,NA,49
"Vietnam",2020-03-14,37,52,67,NA,53
"Vietnam",2020-03-15,41,57,73,NA,57
"Vietnam",2020-03-16,45,63,81,NA,61
"Vietnam",2020-03-17,49,69,89,NA,61
"Vietnam",2020-03-18,54,75,96,NA,76
"Vietnam",2020-03-19,59,82,105,NA,85
"Vietnam",2020-03-20,64,90,116,NA,87
"Vietnam",2020-03-21,70,98,126,NA,94
"Vietnam",2020-03-22,77,107,137,NA,118
"Vietnam",2020-03-23,84,117,150,NA,123
"Vietnam",2020-03-24,92,128,164,NA,134
"Vietnam",2020-03-25,100,140,180,NA,148
"Vietnam",2020-03-26,109,153,197,NA,153
"Vietnam",2020-03-27,120,168,216,NA,169
"Vietnam",2020-03-28,131,183,235,NA,174
"Vietnam",2020-03-29,144,201,258,NA,NA
"Vietnam",2020-03-30,157,219,281,NA,NA
"Vietnam",2020-03-31,172,240,308,NA,NA
"Vietnam",2020-04-01,187,262,337,NA,NA
"Vietnam",2020-04-02,205,287,369,NA,NA
"Vietnam",2020-04-03,224,313,402,NA,NA
"Vietnam",2020-04-04,245,343,441,NA,NA
