"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,169076,32331,100704,122031,79377,103
2020-03-03,173708,34727,104218,126289,82147,125
2020-03-04,178466,37297,107882,130729,85035,159
2020-03-05,183355,40052,111704,135360,88048,233
2020-03-06,188378,43007,115692,140193,91191,338
2020-03-07,193539,46174,119856,145239,94473,433
2020-03-08,198841,49568,124204,150508,97900,554
2020-03-09,204288,53205,128746,156012,101480,754
2020-03-10,209885,57100,133492,161763,105221,1025
2020-03-11,215634,61271,138452,167773,109131,1312
2020-03-12,221541,65736,143638,174057,113219,1663
2020-03-13,227610,70513,149062,180630,117494,2174
2020-03-14,233846,75624,154735,187504,121966,2951
2020-03-15,240252,81089,160670,194696,126644,3774
2020-03-16,246834,86930,166882,202224,131540,4661
2020-03-17,253595,93170,173382,210100,136664,6427
2020-03-18,260543,99834,180188,218348,142028,9415
2020-03-19,267680,106947,187314,226983,147645,14250
2020-03-20,275013,114534,194774,236023,153525,19624
2020-03-21,282547,122622,202584,245487,159681,26747
2020-03-22,290287,131241,210764,255399,166129,35206
2020-03-23,298240,140417,219328,265777,172879,46442
2020-03-24,306410,150181,228296,276644,179948,55231
2020-03-25,314804,160562,237683,288019,187347,69194
2020-03-26,323428,171590,247509,299926,195092,85991
2020-03-27,332288,183297,257792,312387,203197,104686
2020-03-28,341391,195713,268552,325425,211679,124665
2020-03-29,350743,208868,279806,339063,220549,143025
2020-03-30,360351,222792,291572,353320,229824,164620
2020-03-31,370223,237515,303869,368222,239516,189618
2020-04-01,380365,253065,316715,383788,249642,216721
2020-04-02,390785,269469,330127,400041,260213,245540
2020-04-03,401491,286752,344122,416999,271245,277965
2020-04-04,412489,304938,358714,434682,282746,312237
2020-04-05,423789,324046,373918,453106,294730,337635
2020-04-06,435399,344096,389748,472288,307208,368196
2020-04-07,447326,365101,406214,492241,320187,398809
2020-04-08,459581,387071,423326,512977,333675,432132
2020-04-09,472171,410012,441092,534506,347678,466033
2020-04-10,485106,433925,459516,556831,362201,501560
2020-04-11,498395,458807,478601,579958,377244,529951
2020-04-12,512048,484647,498348,603887,392809,557571
2020-04-13,526076,511429,518752,628612,408892,582594
2020-04-14,540487,539132,539810,654130,425490,609516
2020-04-15,555294,567726,561510,680425,442595,639664
2020-04-16,570506,597177,583842,707487,460197,671331
2020-04-17,586135,627441,606788,735292,478284,702164
2020-04-18,602192,658469,630330,763820,496840,735086
2020-04-19,618689,690207,654448,793046,515850,759687
2020-04-20,635637,722591,679114,822935,535293,787752
2020-04-21,653050,755553,704302,853458,555146,825041
2020-04-22,670940,789020,729980,884574,575386,842629
2020-04-23,689321,822913,756117,916246,595988,869172
2020-04-24,708204,857149,782676,948429,616923,890524
2020-04-25,727605,891641,809623,981083,638163,939053
2020-04-26,747538,926301,836920,1014161,659679,965910
2020-04-27,768016,961036,864526,1047613,681439,988451
2020-04-28,789056,995756,892406,1081398,703414,1012583
2020-04-29,810672,1030368,920520,1115466,725574,1039909
2020-04-30,832880,1064782,948831,1149772,747890,1069826
2020-05-01,855696,1098911,977304,1184275,770333,1103781
2020-05-02,879138,1132667,1005902,1218930,792874,1133069
2020-05-03,903221,1165971,1034596,1253701,815491,1158041
2020-05-04,927965,1198743,1063354,1288549,838159,1180634
2020-05-05,953386,1230914,1092150,1323443,860857,1204475
2020-05-06,979504,1262416,1120960,1358354,883566,1228603
2020-05-07,1006337,1293189,1149763,1393257,906269,1256972
2020-05-08,1033905,1323180,1178542,1428131,928953,1283929
2020-05-09,1062228,1352342,1207285,1462961,951609,1309541
2020-05-10,1091328,1380635,1235982,1497736,974228,1329799
2020-05-11,1121224,1408026,1264625,1532445,996805,1347916
2020-05-12,1151940,1434489,1293214,1567088,1019340,1369964
2020-05-13,1183497,1460003,1321750,1601667,1041833,1390746
2020-05-14,1215918,1484554,1350236,1636186,1064286,1417889
2020-05-15,1249228,1508135,1378682,1670656,1086708,1443397
2020-05-16,1283450,1530744,1407097,1705089,1109105,1467884
2020-05-17,1318610,1552383,1435496,1739502,1131490,1486757
2020-05-18,1354732,1573060,1463896,1773917,1153875,1508598
2020-05-19,1391845,1592786,1492316,1808355,1176277,1528568
