"dia_ano","dias","otimista","casos_estimados","pessimista","x"
177,2020-06-25,757,840,923,842
178,2020-06-26,784,870,956,864
179,2020-06-27,811,900,989,896
180,2020-06-28,840,932,1024,911
181,2020-06-29,869,965,1061,931
182,2020-06-30,901,1000,1099,977
183,2020-07-01,932,1035,1138,1002
184,2020-07-02,966,1072,1178,1044
185,2020-07-03,1000,1110,1220,1062
186,2020-07-04,1035,1149,1263,1082
187,2020-07-05,1072,1190,1308,1099
188,2020-07-06,1110,1232,1354,NA
189,2020-07-07,1149,1276,1403,NA
190,2020-07-08,1190,1321,1452,NA
191,2020-07-09,1232,1368,1504,NA
192,2020-07-10,1276,1416,1556,NA
193,2020-07-11,1322,1467,1612,NA
194,2020-07-12,1368,1519,1670,NA
195,2020-07-13,1416,1572,1728,NA
196,2020-07-14,1467,1628,1789,NA
197,2020-07-15,1519,1686,1853,NA
