location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-13;total_cases;36;2020-06-10;8746;2020-07-13;16260;1.86
AL;2020-07-13;total_cases;28;2020-06-18;25633;2020-07-13;46296;1.81
AM;2020-07-13;total_cases;42;2020-06-04;46473;2020-07-13;84412;1.82
AP;2020-07-13;total_cases;31;2020-06-15;16813;2020-07-13;31552;1.88
BA;2020-07-13;total_cases;20;2020-06-26;56422;2020-07-13;106891;1.89
CE;2020-07-13;total_cases;34;2020-06-12;75705;2020-07-13;137206;1.81
DF;2020-07-13;total_cases;21;2020-06-25;38871;2020-07-13;72284;1.86
ES;2020-07-13;total_cases;25;2020-06-21;34858;2020-07-13;63879;1.83
GO;2020-07-13;total_cases;21;2020-06-25;19547;2020-07-13;36696;1.88
MA;2020-07-13;total_cases;36;2020-06-10;53508;2020-07-13;99830;1.87
MG;2020-07-13;total_cases;19;2020-06-27;40966;2020-07-13;76822;1.88
MS;2020-07-13;total_cases;19;2020-06-27;7307;2020-07-13;13461;1.84
MT;2020-07-13;total_cases;16;2020-06-30;15636;2020-07-13;28792;1.84
PA;2020-07-13;total_cases;31;2020-06-15;69224;2020-07-13;126509;1.83
PB;2020-07-13;total_cases;28;2020-06-18;31760;2020-07-13;61108;1.92
PE;2020-07-13;total_cases;39;2020-06-07;40242;2020-07-13;72901;1.81
PI;2020-07-13;total_cases;20;2020-06-26;18023;2020-07-13;33359;1.85
PR;2020-07-13;total_cases;16;2020-06-30;22877;2020-07-13;43582;1.91
RJ;2020-07-13;total_cases;37;2020-06-09;72979;2020-07-13;132044;1.81
RN;2020-07-13;total_cases;22;2020-06-24;21774;2020-07-13;39800;1.83
RO;2020-07-13;total_cases;26;2020-06-20;14952;2020-07-13;27050;1.81
RR;2020-07-13;total_cases;21;2020-06-25;11872;2020-07-13;22627;1.91
RS;2020-07-13;total_cases;22;2020-06-24;22009;2020-07-13;39656;1.8
SC;2020-07-13;total_cases;19;2020-06-27;23808;2020-07-13;43815;1.84
SE;2020-07-13;total_cases;21;2020-06-25;21081;2020-07-13;38221;1.81
SP;2020-07-13;total_cases;28;2020-06-18;192628;2020-07-13;374607;1.94
TO;2020-07-13;total_cases;24;2020-06-22;8477;2020-07-13;15307;1.81
