"dia_ano","dias","otimista","casos_estimados","pessimista","x"
169,2020-06-17,339,359,379,365
170,2020-06-18,355,376,397,379
171,2020-06-19,372,393,414,396
172,2020-06-20,389,411,433,404
173,2020-06-21,406,429,452,423
174,2020-06-22,424,448,472,449
175,2020-06-23,442,467,492,475
176,2020-06-24,460,487,514,495
177,2020-06-25,479,507,535,509
178,2020-06-26,499,528,557,532
179,2020-06-27,519,549,579,537
180,2020-06-28,540,571,602,NA
181,2020-06-29,561,593,625,NA
182,2020-06-30,581,615,649,NA
183,2020-07-01,603,638,673,NA
184,2020-07-02,625,661,697,NA
185,2020-07-03,647,684,721,NA
186,2020-07-04,669,708,747,NA
187,2020-07-05,691,731,771,NA
188,2020-07-06,714,755,796,NA
189,2020-07-07,737,779,821,NA
