"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-11,12512,12999,12756,13421,12091,12953
2020-06-12,13003,13384,13194,13882,12506,13165
2020-06-13,13514,13769,13642,14354,12930,13296
2020-06-14,14044,14152,14098,14833,13363,13360
2020-06-15,14596,14534,14565,15325,13805,13960
2020-06-16,15169,14912,15040,15825,14255,14402
2020-06-17,15765,15288,15526,16336,14716,15015
2020-06-18,16384,15659,16022,16858,15186,15573
2020-06-19,17028,16026,16527,17389,15665,16322
2020-06-20,17696,16388,17042,17931,16153,17108
2020-06-21,18391,16745,17568,18484,16652,17582
2020-06-22,19114,17095,18104,19048,17160,NA
2020-06-23,19864,17439,18652,19625,17679,NA
2020-06-24,20645,17777,19211,20213,18209,NA
2020-06-25,21455,18107,19781,20813,18749,NA
2020-06-26,22298,18429,20364,21426,19302,NA
2020-06-27,23174,18744,20959,22052,19866,NA
2020-06-28,24084,19050,21567,22692,20442,NA
2020-06-29,25030,19348,22189,23347,21031,NA
2020-06-30,26013,19638,22826,24017,21635,NA
2020-07-01,27034,19919,23476,24701,22251,NA
