"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
182,2020-06-30,10044,13348,16652,13253
183,2020-07-01,10369,13781,17193,13715
184,2020-07-02,10707,14229,17751,14048
185,2020-07-03,11054,14691,18328,14112
186,2020-07-04,11413,15168,18923,14487
187,2020-07-05,11784,15661,19538,14622
188,2020-07-06,12167,16170,20173,14688
189,2020-07-07,12562,16695,20828,14941
190,2020-07-08,12970,17237,21504,15167
191,2020-07-09,13391,17797,22203,15465
192,2020-07-10,13826,18375,22924,15768
193,2020-07-11,14275,18972,23669,NA
194,2020-07-12,14740,19589,24438,NA
195,2020-07-13,15218,20225,25232,NA
196,2020-07-14,15713,20882,26051,NA
197,2020-07-15,16223,21560,26897,NA
198,2020-07-16,16749,22260,27771,NA
199,2020-07-17,17294,22984,28674,NA
200,2020-07-18,17856,23730,29604,NA
201,2020-07-19,18436,24501,30566,NA
202,2020-07-20,19035,25297,31559,NA
