"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,24,39,54,62
164,2020-06-12,26,43,60,63
165,2020-06-13,29,47,65,63
166,2020-06-14,32,52,72,63
167,2020-06-15,35,57,79,64
168,2020-06-16,39,63,87,67
169,2020-06-17,42,69,96,74
170,2020-06-18,46,75,104,78
171,2020-06-19,51,83,115,80
172,2020-06-20,56,91,126,80
173,2020-06-21,61,100,139,80
174,2020-06-22,67,109,151,NA
175,2020-06-23,74,120,166,NA
176,2020-06-24,81,132,183,NA
177,2020-06-25,89,145,201,NA
178,2020-06-26,98,159,220,NA
179,2020-06-27,107,174,241,NA
180,2020-06-28,117,191,265,NA
181,2020-06-29,129,210,291,NA
182,2020-06-30,141,230,319,NA
183,2020-07-01,156,253,350,NA
