"dia_ano","dias","otimista","casos_estimados","pessimista","x"
184,2020-07-02,507,541,575,545
185,2020-07-03,531,567,603,586
186,2020-07-04,557,595,633,611
187,2020-07-05,584,623,662,621
188,2020-07-06,613,654,695,654
189,2020-07-07,642,685,728,701
190,2020-07-08,674,719,764,733
191,2020-07-09,706,754,802,769
192,2020-07-10,740,790,840,807
193,2020-07-11,777,829,881,844
194,2020-07-12,814,869,924,849
195,2020-07-13,854,911,968,NA
196,2020-07-14,895,955,1015,NA
197,2020-07-15,938,1001,1064,NA
198,2020-07-16,984,1050,1116,NA
199,2020-07-17,1032,1101,1170,NA
200,2020-07-18,1081,1154,1227,NA
201,2020-07-19,1134,1210,1286,NA
202,2020-07-20,1188,1268,1348,NA
203,2020-07-21,1246,1330,1414,NA
204,2020-07-22,1306,1394,1482,NA
