"dia_ano","dias","otimista","casos_estimados","pessimista","x"
190,2020-07-08,416,446,476,432
191,2020-07-09,430,461,492,447
192,2020-07-10,445,477,509,459
193,2020-07-11,460,493,526,485
194,2020-07-12,475,509,543,497
195,2020-07-13,491,526,561,517
196,2020-07-14,507,544,581,534
197,2020-07-15,524,562,600,569
198,2020-07-16,542,581,620,588
199,2020-07-17,561,601,641,646
200,2020-07-18,579,621,663,662
201,2020-07-19,599,642,685,NA
202,2020-07-20,619,664,709,NA
203,2020-07-21,640,686,732,NA
204,2020-07-22,661,709,757,NA
205,2020-07-23,684,733,782,NA
206,2020-07-24,706,757,808,NA
207,2020-07-25,730,783,836,NA
208,2020-07-26,755,809,863,NA
209,2020-07-27,780,836,892,NA
210,2020-07-28,807,865,923,NA
