"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
196,2020-07-14,20,33,46,623
197,2020-07-15,21,34,47,629
198,2020-07-16,22,35,48,641
199,2020-07-17,22,36,50,643
200,2020-07-18,23,37,51,653
201,2020-07-19,23,38,53,655
202,2020-07-20,24,39,54,657
203,2020-07-21,25,41,57,664
204,2020-07-22,26,42,58,673
205,2020-07-23,26,43,60,676
206,2020-07-24,27,44,61,684
207,2020-07-25,28,46,64,NA
208,2020-07-26,29,47,65,NA
209,2020-07-27,30,49,68,NA
210,2020-07-28,31,50,69,NA
211,2020-07-29,32,52,72,NA
212,2020-07-30,33,53,73,NA
213,2020-07-31,34,55,76,NA
214,2020-08-01,35,57,79,NA
215,2020-08-02,36,58,80,NA
216,2020-08-03,37,60,83,NA
