"dia_ano","dias","otimista","casos_estimados","pessimista","x"
155,2020-06-03,623,688,753,698
156,2020-06-04,658,726,794,737
157,2020-06-05,694,766,838,780
158,2020-06-06,732,808,884,806
159,2020-06-07,772,852,932,832
160,2020-06-08,815,899,983,871
161,2020-06-09,860,949,1038,904
162,2020-06-10,907,1001,1095,936
163,2020-06-11,957,1056,1155,NA
164,2020-06-12,1009,1114,1219,NA
165,2020-06-13,1065,1175,1285,NA
166,2020-06-14,1123,1239,1355,NA
167,2020-06-15,1185,1308,1431,NA
168,2020-06-16,1250,1379,1508,NA
169,2020-06-17,1318,1455,1592,NA
