"dia_ano","dias","otimista","casos_estimados","pessimista","x"
170,2020-06-18,147,155,163,152
171,2020-06-19,152,160,168,159
172,2020-06-20,155,164,173,167
173,2020-06-21,159,168,177,175
174,2020-06-22,163,172,181,178
175,2020-06-23,167,176,185,179
176,2020-06-24,171,180,189,181
177,2020-06-25,173,183,193,183
178,2020-06-26,177,187,197,186
179,2020-06-27,180,190,200,191
180,2020-06-28,184,194,204,192
181,2020-06-29,187,197,207,NA
182,2020-06-30,190,200,210,NA
183,2020-07-01,192,202,212,NA
184,2020-07-02,194,205,216,NA
185,2020-07-03,197,208,219,NA
186,2020-07-04,199,210,221,NA
187,2020-07-05,201,212,223,NA
188,2020-07-06,203,214,225,NA
189,2020-07-07,205,216,227,NA
190,2020-07-08,207,218,229,NA
