"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,27,33,39,28
165,2020-06-13,29,35,41,35
166,2020-06-14,32,38,44,35
167,2020-06-15,34,41,48,35
168,2020-06-16,36,43,50,41
169,2020-06-17,38,46,54,45
170,2020-06-18,40,48,56,47
171,2020-06-19,41,49,57,51
172,2020-06-20,42,51,60,53
173,2020-06-21,44,53,62,53
174,2020-06-22,45,54,63,57
175,2020-06-23,46,55,64,NA
176,2020-06-24,46,56,66,NA
177,2020-06-25,47,57,67,NA
178,2020-06-26,47,57,67,NA
179,2020-06-27,48,58,68,NA
180,2020-06-28,49,59,69,NA
181,2020-06-29,49,59,69,NA
182,2020-06-30,49,59,69,NA
183,2020-07-01,50,60,70,NA
184,2020-07-02,50,60,70,NA
