"dia_ano","dias","otimista","casos_estimados","pessimista","x"
187,2020-07-05,274,344,414,368
188,2020-07-06,284,356,428,371
189,2020-07-07,293,368,443,376
190,2020-07-08,303,380,457,386
191,2020-07-09,313,393,473,393
192,2020-07-10,323,406,489,393
193,2020-07-11,335,420,505,396
194,2020-07-12,346,434,522,396
195,2020-07-13,357,448,539,397
196,2020-07-14,369,463,557,398
197,2020-07-15,382,479,576,403
198,2020-07-16,394,495,596,NA
199,2020-07-17,407,511,615,NA
200,2020-07-18,421,529,637,NA
201,2020-07-19,435,546,657,NA
202,2020-07-20,450,565,680,NA
203,2020-07-21,465,584,703,NA
204,2020-07-22,480,603,726,NA
205,2020-07-23,496,623,750,NA
206,2020-07-24,513,644,775,NA
207,2020-07-25,531,666,801,NA
