"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
137,2020-05-16,10574,11161,11748,11592
138,2020-05-17,11423,12058,12693,12492
139,2020-05-18,12342,13028,13714,13238
140,2020-05-19,13335,14076,14817,14198
141,2020-05-20,14408,15208,16008,15114
142,2020-05-21,15566,16431,17296,16058
143,2020-05-22,16818,17752,18686,17212
144,2020-05-23,18171,19180,20189,18767
145,2020-05-24,19631,20722,21813,NA
146,2020-05-25,21211,22389,23567,NA
147,2020-05-26,22917,24190,25463,NA
148,2020-05-27,24760,26135,27510,NA
149,2020-05-28,26751,28237,29723,NA
150,2020-05-29,28902,30508,32114,NA
151,2020-05-30,31226,32961,34696,NA
