"dia_ano","dias","otimista","casos_estimados","pessimista","x"
111,2020-04-20,50,61,72,60
112,2020-04-21,57,69,81,66
113,2020-04-22,64,78,92,76
114,2020-04-23,72,88,104,88
115,2020-04-24,81,99,117,100
116,2020-04-25,93,113,133,112
117,2020-04-26,104,127,150,125
118,2020-04-27,118,144,170,145
119,2020-04-28,134,163,192,NA
120,2020-04-29,152,185,218,NA
121,2020-04-30,172,209,246,NA
122,2020-05-01,195,237,279,NA
123,2020-05-02,221,269,317,NA
124,2020-05-03,249,304,359,NA
125,2020-05-04,282,344,406,NA
