location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-02;total_deaths;46;2020-06-20;297;2020-08-02;537;1.81
AL;2020-08-02;total_deaths;45;2020-06-21;884;2020-08-02;1594;1.8
AM;2020-08-02;total_deaths;72;2020-05-25;1781;2020-08-02;3283;1.84
AP;2020-08-02;total_deaths;54;2020-06-12;312;2020-08-02;571;1.83
BA;2020-08-02;total_deaths;34;2020-07-02;1947;2020-08-02;3572;1.83
CE;2020-08-02;total_deaths;58;2020-06-08;4120;2020-08-02;7709;1.87
DF;2020-08-02;total_deaths;27;2020-07-09;823;2020-08-02;1523;1.85
ES;2020-08-02;total_deaths;43;2020-06-23;1425;2020-08-02;2578;1.81
GO;2020-08-02;total_deaths;21;2020-07-15;927;2020-08-02;1697;1.83
MA;2020-08-02;total_deaths;46;2020-06-20;1684;2020-08-02;3050;1.81
MG;2020-08-02;total_deaths;24;2020-07-12;1576;2020-08-02;2891;1.83
MS;2020-08-02;total_deaths;17;2020-07-19;222;2020-08-02;404;1.82
MT;2020-08-02;total_deaths;24;2020-07-12;1047;2020-08-02;1886;1.8
PA;2020-08-02;total_deaths;63;2020-06-03;3193;2020-08-02;5773;1.81
PB;2020-08-02;total_deaths;35;2020-07-01;1002;2020-08-02;1850;1.85
PE;2020-08-02;total_deaths;55;2020-06-11;3633;2020-08-02;6634;1.83
PI;2020-08-02;total_deaths;33;2020-07-03;726;2020-08-02;1369;1.89
PR;2020-08-02;total_deaths;23;2020-07-13;1089;2020-08-02;2005;1.84
RJ;2020-08-02;total_deaths;54;2020-06-12;7417;2020-08-02;13572;1.83
RN;2020-08-02;total_deaths;36;2020-06-30;1034;2020-08-02;1883;1.82
RO;2020-08-02;total_deaths;38;2020-06-28;486;2020-08-02;884;1.82
RR;2020-08-02;total_deaths;36;2020-06-30;283;2020-08-02;513;1.81
RS;2020-08-02;total_deaths;22;2020-07-14;1060;2020-08-02;1974;1.86
SC;2020-08-02;total_deaths;19;2020-07-17;646;2020-08-02;1175;1.82
SE;2020-08-02;total_deaths;31;2020-07-05;798;2020-08-02;1465;1.84
SP;2020-08-02;total_deaths;44;2020-06-22;12634;2020-08-02;23317;1.85
TO;2020-08-02;total_deaths;32;2020-07-04;215;2020-08-02;395;1.84
