"dia_ano","dias","otimista","casos_estimados","pessimista","x"
157,2020-06-05,262,275,288,276
158,2020-06-06,269,282,295,283
159,2020-06-07,276,289,302,286
160,2020-06-08,282,296,310,291
161,2020-06-09,289,303,317,301
162,2020-06-10,295,309,323,316
163,2020-06-11,301,316,331,323
164,2020-06-12,307,322,337,337
165,2020-06-13,313,328,343,NA
166,2020-06-14,319,334,349,NA
167,2020-06-15,324,340,356,NA
168,2020-06-16,330,346,362,NA
169,2020-06-17,335,351,367,NA
170,2020-06-18,340,356,372,NA
171,2020-06-19,344,361,378,NA
