"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
171,2020-06-19,815,1003,1191,1141
172,2020-06-20,864,1063,1262,1200
173,2020-06-21,916,1127,1338,1228
174,2020-06-22,972,1195,1418,1268
175,2020-06-23,1030,1267,1504,1298
176,2020-06-24,1092,1343,1594,1366
177,2020-06-25,1158,1424,1690,1443
178,2020-06-26,1227,1509,1791,1471
179,2020-06-27,1301,1600,1899,1471
180,2020-06-28,1380,1697,2014,1553
181,2020-06-29,1463,1799,2135,1605
182,2020-06-30,1550,1907,2264,NA
183,2020-07-01,1644,2022,2400,NA
184,2020-07-02,1742,2143,2544,NA
185,2020-07-03,1847,2272,2697,NA
186,2020-07-04,1958,2409,2860,NA
187,2020-07-05,2076,2554,3032,NA
188,2020-07-06,2202,2708,3214,NA
189,2020-07-07,2334,2871,3408,NA
190,2020-07-08,2475,3044,3613,NA
191,2020-07-09,2623,3227,3831,NA
