"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,103,117,131,111
164,2020-06-12,108,123,138,114
165,2020-06-13,114,130,146,122
166,2020-06-14,120,137,154,125
167,2020-06-15,126,144,162,142
168,2020-06-16,132,151,170,142
169,2020-06-17,139,159,179,155
170,2020-06-18,147,168,189,155
171,2020-06-19,154,176,198,174
172,2020-06-20,162,185,208,198
173,2020-06-21,171,195,219,208
174,2020-06-22,180,205,230,NA
175,2020-06-23,189,216,243,NA
176,2020-06-24,199,227,255,NA
177,2020-06-25,210,239,268,NA
178,2020-06-26,221,252,283,NA
179,2020-06-27,232,265,298,NA
180,2020-06-28,245,279,313,NA
181,2020-06-29,257,293,329,NA
182,2020-06-30,271,309,347,NA
183,2020-07-01,285,325,365,NA
