"dia_ano","dias","otimista","casos_estimados","pessimista","x"
179,2020-06-27,506,575,644,605
180,2020-06-28,531,603,675,620
181,2020-06-29,556,632,708,653
182,2020-06-30,584,663,742,676
183,2020-07-01,612,695,778,701
184,2020-07-02,642,729,816,725
185,2020-07-03,674,765,856,764
186,2020-07-04,706,802,898,783
187,2020-07-05,740,841,942,798
188,2020-07-06,777,882,987,826
189,2020-07-07,814,925,1036,851
190,2020-07-08,854,970,1086,NA
191,2020-07-09,896,1018,1140,NA
192,2020-07-10,939,1067,1195,NA
193,2020-07-11,985,1119,1253,NA
194,2020-07-12,1034,1174,1314,NA
195,2020-07-13,1084,1231,1378,NA
196,2020-07-14,1137,1291,1445,NA
197,2020-07-15,1192,1354,1516,NA
198,2020-07-16,1250,1420,1590,NA
199,2020-07-17,1311,1489,1667,NA
