"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
115,2020-04-24,243,279,315,290
116,2020-04-25,274,315,356,328
117,2020-04-26,307,353,399,364
118,2020-04-27,341,392,443,393
119,2020-04-28,376,432,488,413
120,2020-04-29,411,472,533,433
121,2020-04-30,446,512,578,502
122,2020-05-01,479,550,621,585
123,2020-05-02,510,586,662,NA
124,2020-05-03,540,620,700,NA
125,2020-05-04,567,651,735,NA
126,2020-05-05,591,679,767,NA
127,2020-05-06,614,705,796,NA
128,2020-05-07,634,728,822,NA
129,2020-05-08,651,748,845,NA
