location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-06-03;total_cases;15;2020-05-22;9216;2020-06-03;17267;1.87
Albania;2020-06-03;total_cases;45;2020-04-22;634;2020-06-03;1184;1.87
Algeria;2020-06-03;total_cases;30;2020-05-07;5182;2020-06-03;9626;1.86
Andorra;2020-06-03;total_cases;63;2020-04-04;466;2020-06-03;851;1.83
Angola;2020-06-03;total_cases;24;2020-05-13;45;2020-06-03;86;1.91
Argentina;2020-06-03;total_cases;15;2020-05-22;10636;2020-06-03;19255;1.81
Armenia;2020-06-03;total_cases;16;2020-05-21;5606;2020-06-03;10524;1.88
Aruba;2020-06-03;total_cases;66;2020-04-01;55;2020-06-03;101;1.84
Australia;2020-06-03;total_cases;70;2020-03-28;3809;2020-06-03;7229;1.9
Austria;2020-06-03;total_cases;69;2020-03-29;8813;2020-06-03;16705;1.9
Azerbaijan;2020-06-03;total_cases;19;2020-05-18;3287;2020-06-03;6260;1.9
Bahamas;2020-06-03;total_cases;50;2020-04-17;55;2020-06-03;102;1.85
Bahrain;2020-06-03;total_cases;20;2020-05-17;6956;2020-06-03;12815;1.84
Bangladesh;2020-06-03;total_cases;15;2020-05-22;30205;2020-06-03;55140;1.83
Barbados;2020-06-03;total_cases;63;2020-04-04;51;2020-06-03;92;1.8
Belarus;2020-06-03;total_cases;25;2020-05-12;24873;2020-06-03;45116;1.81
Belgium;2020-06-03;total_cases;53;2020-04-14;31119;2020-06-03;58685;1.89
Belize;2020-06-03;total_cases;57;2020-04-10;10;2020-06-03;18;1.8
Benin;2020-06-03;total_cases;14;2020-05-23;135;2020-06-03;244;1.81
Bhutan;2020-06-03;total_cases;14;2020-05-23;24;2020-06-03;47;1.96
Bolivia;2020-06-03;total_cases;13;2020-05-24;6263;2020-06-03;11638;1.86
Bosnia.and.Herzegovina;2020-06-03;total_cases;44;2020-04-23;1413;2020-06-03;2550;1.8
Botswana;2020-06-03;total_cases;40;2020-04-27;22;2020-06-03;40;1.82
Brazil;2020-06-03;total_cases;16;2020-05-21;310087;2020-06-03;584016;1.88
British.Virgin.Islands;2020-06-03;total_cases;47;2020-04-19;4;2020-06-03;8;2
Brunei;2020-06-03;total_cases;78;2020-03-20;78;2020-06-03;141;1.81
Bulgaria;2020-06-03;total_cases;39;2020-04-28;1399;2020-06-03;2585;1.85
Burkina.Faso;2020-06-03;total_cases;56;2020-04-11;484;2020-06-03;884;1.83
Cameroon;2020-06-03;total_cases;17;2020-05-20;3733;2020-06-03;6752;1.81
Canada;2020-06-03;total_cases;38;2020-04-29;51587;2020-06-03;93074;1.8
Cape.Verde;2020-06-03;total_cases;26;2020-05-11;260;2020-06-03;477;1.83
Cayman.Islands;2020-06-03;total_cases;24;2020-05-13;85;2020-06-03;156;1.84
Central.African.Republic;2020-06-03;total_cases;12;2020-05-25;652;2020-06-03;1189;1.82
Chad;2020-06-03;total_cases;22;2020-05-15;428;2020-06-03;820;1.92
Chile;2020-06-03;total_cases;15;2020-05-22;61857;2020-06-03;113628;1.84
China;2020-06-03;total_cases;116;2020-02-11;44724;2020-06-03;84160;1.88
Colombia;2020-06-03;total_cases;16;2020-05-21;18330;2020-06-03;33354;1.82
Congo;2020-06-03;total_cases;24;2020-05-13;341;2020-06-03;618;1.81
Costa.Rica;2020-06-03;total_cases;51;2020-04-16;642;2020-06-03;1157;1.8
Cote.d'Ivoire;2020-06-03;total_cases;28;2020-05-09;1667;2020-06-03;3024;1.81
Croatia;2020-06-03;total_cases;61;2020-04-06;1222;2020-06-03;2246;1.84
Cuba;2020-06-03;total_cases;46;2020-04-21;1137;2020-06-03;2107;1.85
Curacao;2020-06-03;total_cases;62;2020-04-05;11;2020-06-03;20;1.82
Cyprus;2020-06-03;total_cases;59;2020-04-08;526;2020-06-03;958;1.82
Czech.Republic;2020-06-03;total_cases;60;2020-04-07;5017;2020-06-03;9438;1.88
Democratic.Republic.of.Congo;2020-06-03;total_cases;17;2020-05-20;1835;2020-06-03;3494;1.9
Denmark;2020-06-03;total_cases;53;2020-04-14;6511;2020-06-03;11771;1.81
Djibouti;2020-06-03;total_cases;16;2020-05-21;2047;2020-06-03;3935;1.92
Dominican.Republic;2020-06-03;total_cases;28;2020-05-09;9882;2020-06-03;18040;1.83
Ecuador;2020-06-03;total_cases;41;2020-04-26;22719;2020-06-03;40966;1.8
Egypt;2020-06-03;total_cases;15;2020-05-22;15786;2020-06-03;28615;1.81
El.Salvador;2020-06-03;total_cases;18;2020-05-19;1498;2020-06-03;2705;1.81
Equatorial.Guinea;2020-06-03;total_cases;19;2020-05-18;719;2020-06-03;1306;1.82
Eritrea;2020-06-03;total_cases;64;2020-04-03;22;2020-06-03;40;1.82
Estonia;2020-06-03;total_cases;63;2020-04-04;1018;2020-06-03;1880;1.85
Ethiopia;2020-06-03;total_cases;9;2020-05-27;731;2020-06-03;1486;2.03
Faeroe.Islands;2020-06-03;total_cases;76;2020-03-21;92;2020-06-03;187;2.03
Finland;2020-06-03;total_cases;48;2020-04-19;3783;2020-06-03;6911;1.83
France;2020-06-03;total_cases;59;2020-04-08;82048;2020-06-03;151677;1.85
