"dia_ano","dias","otimista","casos_estimados","pessimista","x"
152,2020-05-31,6366,7628,8890,7615
153,2020-06-01,6630,7945,9260,7667
154,2020-06-02,6907,8276,9645,7994
155,2020-06-03,7194,8621,10048,8276
156,2020-06-04,7494,8980,10466,8561
157,2020-06-05,7807,9355,10903,8842
158,2020-06-06,8132,9744,11356,9058
159,2020-06-07,8470,10150,11830,9145
160,2020-06-08,8823,10573,12323,NA
161,2020-06-09,9191,11014,12837,NA
162,2020-06-10,9574,11472,13370,NA
163,2020-06-11,9973,11950,13927,NA
164,2020-06-12,10388,12448,14508,NA
165,2020-06-13,10821,12967,15113,NA
166,2020-06-14,11272,13507,15742,NA
