"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-16,1214,1251,1232,1276,1188,1279
2020-05-17,1343,1386,1364,1413,1315,1382
2020-05-18,1485,1530,1508,1562,1454,1496
2020-05-19,1643,1684,1664,1723,1605,1646
2020-05-20,1817,1846,1832,1897,1767,1809
2020-05-21,2010,2017,2014,2086,1942,1976
2020-05-22,2223,2196,2210,2289,2131,2205
2020-05-23,2458,2381,2420,2506,2334,2430
2020-05-24,2719,2571,2645,2739,2551,NA
2020-05-25,3007,2765,2886,2989,2783,NA
2020-05-26,3326,2960,3143,3255,3031,NA
2020-05-27,3678,3156,3417,3539,3295,NA
2020-05-28,4068,3351,3710,3842,3578,NA
2020-05-29,4499,3542,4020,4163,3877,NA
2020-05-30,4976,3730,4353,4508,4198,NA
