"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","latitude","longitude"
"Germany",2019-12-30,0,0,0,0,0,"51.165691","10.451526"
"Germany",2019-12-31,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-01,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-02,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-03,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-04,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-05,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-06,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-07,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-08,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-09,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-10,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-11,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-12,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-13,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-14,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-15,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-16,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-17,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-18,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-19,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-20,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-21,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-22,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-23,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-24,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-25,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-26,0,0,0,0,0,"51.165691","10.451526"
"Germany",2020-01-27,0,0,0,0,1,"51.165691","10.451526"
"Germany",2020-01-28,0,0,0,0,4,"51.165691","10.451526"
"Germany",2020-01-29,0,0,0,0,4,"51.165691","10.451526"
"Germany",2020-01-30,0,0,0,0,5,"51.165691","10.451526"
"Germany",2020-01-31,0,0,0,0,7,"51.165691","10.451526"
"Germany",2020-02-01,0,0,0,0,8,"51.165691","10.451526"
"Germany",2020-02-02,0,0,0,0,9,"51.165691","10.451526"
"Germany",2020-02-03,0,0,0,0,11,"51.165691","10.451526"
"Germany",2020-02-04,0,0,0,0,11,"51.165691","10.451526"
"Germany",2020-02-05,0,0,0,0,11,"51.165691","10.451526"
"Germany",2020-02-06,1,1,1,0,12,"51.165691","10.451526"
"Germany",2020-02-07,1,1,1,0,13,"51.165691","10.451526"
"Germany",2020-02-08,1,1,1,0,13,"51.165691","10.451526"
"Germany",2020-02-09,1,1,1,0,13,"51.165691","10.451526"
"Germany",2020-02-10,1,1,1,0,13,"51.165691","10.451526"
"Germany",2020-02-11,2,2,2,0,15,"51.165691","10.451526"
"Germany",2020-02-12,2,2,2,0,15,"51.165691","10.451526"
"Germany",2020-02-13,3,3,3,0,15,"51.165691","10.451526"
"Germany",2020-02-14,3,4,5,0,15,"51.165691","10.451526"
"Germany",2020-02-15,4,5,6,0,15,"51.165691","10.451526"
"Germany",2020-02-16,5,6,7,0,15,"51.165691","10.451526"
"Germany",2020-02-17,7,8,9,0,15,"51.165691","10.451526"
"Germany",2020-02-18,9,10,11,0,15,"51.165691","10.451526"
"Germany",2020-02-19,10,12,14,0,15,"51.165691","10.451526"
"Germany",2020-02-20,14,16,18,0,15,"51.165691","10.451526"
"Germany",2020-02-21,17,20,23,0,15,"51.165691","10.451526"
"Germany",2020-02-22,23,26,29,0,15,"51.165691","10.451526"
"Germany",2020-02-23,29,33,37,0,15,"51.165691","10.451526"
"Germany",2020-02-24,37,42,47,0,15,"51.165691","10.451526"
"Germany",2020-02-25,47,54,61,0,17,"51.165691","10.451526"
"Germany",2020-02-26,60,69,78,1,21,"51.165691","10.451526"
"Germany",2020-02-27,77,88,99,1,47,"51.165691","10.451526"
"Germany",2020-02-28,99,113,127,1,57,"51.165691","10.451526"
"Germany",2020-02-29,126,144,162,1,111,"51.165691","10.451526"
"Germany",2020-03-01,161,184,207,1,129,"51.165691","10.451526"
"Germany",2020-03-02,205,235,265,2,157,"51.165691","10.451526"
"Germany",2020-03-03,263,301,339,2,196,"51.165691","10.451526"
"Germany",2020-03-04,335,384,433,3,262,"51.165691","10.451526"
"Germany",2020-03-05,428,491,554,4,400,"51.165691","10.451526"
"Germany",2020-03-06,546,626,706,5,684,"51.165691","10.451526"
"Germany",2020-03-07,697,799,901,6,847,"51.165691","10.451526"
"Germany",2020-03-08,889,1019,1149,8,902,"51.165691","10.451526"
"Germany",2020-03-09,1132,1298,1464,10,1139,"51.165691","10.451526"
"Germany",2020-03-10,1441,1652,1863,13,1296,"51.165691","10.451526"
"Germany",2020-03-11,1833,2101,2369,17,1567,"51.165691","10.451526"
"Germany",2020-03-12,2328,2668,3008,21,2369,"51.165691","10.451526"
"Germany",2020-03-13,2952,3383,3814,27,3062,"51.165691","10.451526"
"Germany",2020-03-14,3732,4278,4824,34,3795,"51.165691","10.451526"
"Germany",2020-03-15,4708,5396,6084,43,4838,"51.165691","10.451526"
"Germany",2020-03-16,5916,6781,7646,54,6012,"51.165691","10.451526"
"Germany",2020-03-17,7404,8486,9568,67,7156,"51.165691","10.451526"
"Germany",2020-03-18,9216,10563,11910,84,8198,"51.165691","10.451526"
"Germany",2020-03-19,11399,13065,14731,104,14138,"51.165691","10.451526"
"Germany",2020-03-20,13990,16035,18080,127,18187,"51.165691","10.451526"
"Germany",2020-03-21,17017,19504,21991,155,21463,"51.165691","10.451526"
"Germany",2020-03-22,20483,23477,26471,187,24774,"51.165691","10.451526"
"Germany",2020-03-23,24366,27927,31488,222,29212,"51.165691","10.451526"
"Germany",2020-03-24,28608,32789,36970,261,31554,"51.165691","10.451526"
"Germany",2020-03-25,33117,37957,42797,302,36508,"51.165691","10.451526"
