"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-07,3722,3901,3812,4024,3600,3838
2020-05-08,3988,4146,4067,4293,3841,4242
2020-05-09,4274,4396,4335,4576,4094,4412
2020-05-10,4579,4650,4614,4871,4357,4599
2020-05-11,4907,4906,4906,5179,4633,4819
2020-05-12,5257,5163,5210,5500,4920,5087
2020-05-13,5633,5420,5526,5834,5218,5401
2020-05-14,6036,5676,5856,6182,5530,5813
2020-05-15,6468,5929,6198,6543,5853,NA
2020-05-16,6930,6178,6554,6919,6189,NA
2020-05-17,7426,6422,6924,7309,6539,NA
2020-05-18,7957,6661,7309,7716,6902,NA
2020-05-19,8526,6892,7709,8138,7280,NA
2020-05-20,9136,7116,8126,8578,7674,NA
2020-05-21,9789,7332,8560,9036,8084,NA
