"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
93,2020-04-02,106,124,142,139
94,2020-04-03,121,141,161,153
95,2020-04-04,138,161,184,166
96,2020-04-05,158,184,210,194
97,2020-04-06,179,209,239,209
98,2020-04-07,204,238,272,227
99,2020-04-08,233,272,311,273
100,2020-04-09,266,310,354,300
101,2020-04-10,303,353,403,NA
102,2020-04-11,345,402,459,NA
103,2020-04-12,393,458,523,NA
104,2020-04-13,447,522,597,NA
105,2020-04-14,509,594,679,NA
106,2020-04-15,580,677,774,NA
107,2020-04-16,661,771,881,NA
