"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","latitude","longitude"
"Indonesia",2019-12-30,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2019-12-31,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-01,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-02,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-03,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-04,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-05,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-06,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-07,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-08,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-09,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-10,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-11,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-12,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-13,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-14,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-15,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-16,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-17,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-18,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-19,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-20,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-21,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-22,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-23,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-24,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-25,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-26,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-27,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-28,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-29,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-30,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-01-31,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-01,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-02,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-03,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-04,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-05,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-06,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-07,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-08,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-09,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-10,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-11,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-12,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-13,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-14,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-15,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-16,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-17,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-18,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-19,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-20,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-21,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-22,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-23,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-24,0,0,0,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-25,1,1,1,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-26,1,1,1,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-27,1,1,1,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-28,1,1,1,0,0,"-0.789275","113.921327"
"Indonesia",2020-02-29,2,2,2,0,0,"-0.789275","113.921327"
"Indonesia",2020-03-01,2,2,2,0,2,"-0.789275","113.921327"
"Indonesia",2020-03-02,3,3,3,0,0,"-0.789275","113.921327"
"Indonesia",2020-03-03,3,4,5,0,0,"-0.789275","113.921327"
"Indonesia",2020-03-04,4,5,6,0,0,"-0.789275","113.921327"
"Indonesia",2020-03-05,6,7,8,1,0,"-0.789275","113.921327"
"Indonesia",2020-03-06,8,9,10,1,4,"-0.789275","113.921327"
"Indonesia",2020-03-07,10,12,14,1,0,"-0.789275","113.921327"
"Indonesia",2020-03-08,14,16,18,1,6,"-0.789275","113.921327"
"Indonesia",2020-03-09,18,21,24,2,0,"-0.789275","113.921327"
"Indonesia",2020-03-10,23,27,31,2,19,"-0.789275","113.921327"
"Indonesia",2020-03-11,30,35,40,3,34,"-0.789275","113.921327"
"Indonesia",2020-03-12,39,45,51,4,0,"-0.789275","113.921327"
"Indonesia",2020-03-13,51,59,67,5,69,"-0.789275","113.921327"
"Indonesia",2020-03-14,66,76,86,7,96,"-0.789275","113.921327"
"Indonesia",2020-03-15,85,98,111,9,117,"-0.789275","113.921327"
"Indonesia",2020-03-16,109,126,143,11,134,"-0.789275","113.921327"
"Indonesia",2020-03-17,139,160,181,14,172,"-0.789275","113.921327"
"Indonesia",2020-03-18,177,204,231,18,172,"-0.789275","113.921327"
"Indonesia",2020-03-19,223,257,291,23,227,"-0.789275","113.921327"
"Indonesia",2020-03-20,278,321,364,28,309,"-0.789275","113.921327"
"Indonesia",2020-03-21,344,397,450,35,450,"-0.789275","113.921327"
"Indonesia",2020-03-22,420,485,550,43,514,"-0.789275","113.921327"
"Indonesia",2020-03-23,506,584,662,52,579,"-0.789275","113.921327"
"Indonesia",2020-03-24,600,692,784,61,686,"-0.789275","113.921327"
"Indonesia",2020-03-25,698,805,912,71,790,"-0.789275","113.921327"
"Indonesia",2020-03-26,798,921,1044,81,893,"-0.789275","113.921327"
"Indonesia",2020-03-27,897,1035,1173,91,1046,"-0.789275","113.921327"
"Indonesia",2020-03-28,991,1143,1295,101,1155,"-0.789275","113.921327"
"Indonesia",2020-03-29,1077,1243,1409,110,NA,"-0.789275","113.921327"
"Indonesia",2020-03-30,1154,1331,1508,118,NA,"-0.789275","113.921327"
"Indonesia",2020-03-31,1220,1408,1596,124,NA,"-0.789275","113.921327"
"Indonesia",2020-04-01,1277,1473,1669,130,NA,"-0.789275","113.921327"
"Indonesia",2020-04-02,1323,1527,1731,135,NA,"-0.789275","113.921327"
"Indonesia",2020-04-03,1362,1571,1780,139,NA,"-0.789275","113.921327"
"Indonesia",2020-04-04,1392,1606,1820,142,NA,"-0.789275","113.921327"
