"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,30245,7902,19074,23330,14818,2036
2020-03-03,31291,8771,20031,24500,15562,2502
2020-03-04,32375,9731,21053,25750,16356,3089
2020-03-05,33495,10790,22142,27082,17202,3858
2020-03-06,34655,11958,23306,28506,18106,4636
2020-03-07,35854,13244,24549,30026,19072,5883
2020-03-08,37095,14657,25876,31650,20102,7375
2020-03-09,38380,16209,27294,33384,21204,9172
2020-03-10,39708,17911,28810,35238,22382,10149
2020-03-11,41083,19772,30428,37217,23639,12462
2020-03-12,42505,21805,32155,39330,24980,15113
2020-03-13,43976,24021,33998,41584,26412,17660
2020-03-14,45498,26430,35964,43988,27940,21157
2020-03-15,47073,29043,38058,46550,29566,23980
2020-03-16,48703,31869,40286,49275,31297,27980
2020-03-17,50388,34918,42653,52170,33136,31506
2020-03-18,52133,38195,45164,55241,35087,35713
2020-03-19,53937,41706,47822,58492,37152,41035
2020-03-20,55804,45454,50629,61926,39332,47021
2020-03-21,57736,49440,53588,65545,41631,53578
2020-03-22,59735,53661,56698,69349,44047,59138
2020-03-23,61802,58111,59956,73334,46578,63927
2020-03-24,63942,62782,63362,77500,49224,69176
2020-03-25,66155,67661,66908,81837,51979,74386
2020-03-26,68445,72731,70588,86338,54838,80539
2020-03-27,70814,77971,74392,90991,57793,86498
2020-03-28,73266,83360,78313,95787,60839,92472
2020-03-29,75802,88869,82336,100707,63965,97689
2020-03-30,78426,94470,86448,105737,67159,101739
2020-03-31,81140,100130,90635,110858,70412,105792
2020-04-01,83949,105818,94884,116055,73713,110574
2020-04-02,86855,111500,99178,121307,77049,115242
2020-04-03,89862,117142,103502,126596,80408,119827
2020-04-04,92972,122712,107842,131904,83780,124632
2020-04-05,96191,128179,112185,137216,87154,128948
2020-04-06,99520,133515,116518,142516,90520,132547
2020-04-07,102965,138695,120830,147790,93870,135586
2020-04-08,106529,143696,125112,153028,97196,139422
2020-04-09,110217,148498,129358,158221,100495,143626
2020-04-10,114032,153088,133560,163361,103759,147577
2020-04-11,117979,157454,137716,168444,106988,152271
2020-04-12,122063,161588,141826,173471,110181,156363
2020-04-13,126289,165485,145887,178438,113336,159516
2020-04-14,130660,169144,149902,183349,116455,162488
2020-04-15,135183,172568,153876,188210,119542,165155
2020-04-16,139863,175758,157810,193021,122599,168941
2020-04-17,144704,178723,161714,197796,125632,172434
2020-04-18,149713,181468,165590,202537,128643,175925
2020-04-19,154895,184004,169450,207258,131642,178972
2020-04-20,160257,186340,173298,211965,134631,181228
2020-04-21,165804,188486,177145,216670,137620,183957
2020-04-22,171544,190454,180999,221384,140614,187327
2020-04-23,177482,192254,184868,226117,143619,189973
2020-04-24,183626,193899,188762,230879,146645,192994
2020-04-25,189982,195398,192690,235684,149696,195351
2020-04-26,196558,196763,196660,240540,152780,197675
2020-04-27,203362,198003,200682,245459,155905,199414
2020-04-28,210402,199129,204766,250454,159078,201505
2020-04-29,217685,200150,208918,255533,162303,203591
2020-04-30,225220,201075,213148,260707,165589,205463
2020-05-01,233016,201913,217464,265986,168942,207428
2020-05-02,241082,202669,221876,271382,172370,209328
2020-05-03,249427,203353,226390,276903,175877,210717
2020-05-04,258062,203970,231016,282561,179471,211938
2020-05-05,266994,204527,235760,288364,183156,213013
2020-05-06,276237,205030,240634,294325,186943,NA
2020-05-07,285799,205482,245640,300448,190832,NA
2020-05-08,295692,205890,250791,306749,194833,NA
2020-05-09,305927,206257,256092,313232,198952,NA
2020-05-10,316517,206587,261552,319911,203193,NA
2020-05-11,327474,206885,267180,326794,207566,NA
2020-05-12,338809,207152,272980,333889,212071,NA
