"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-09,345,345,345,346,344,346
2020-05-10,364,364,364,365,363,362
2020-05-11,385,385,385,386,384,385
2020-05-12,406,407,406,407,405,405
2020-05-13,429,429,429,431,427,430
2020-05-14,454,454,454,456,452,452
2020-05-15,479,479,479,481,477,479
2020-05-16,506,506,506,508,504,508
2020-05-17,535,534,534,536,532,NA
2020-05-18,565,564,564,566,562,NA
2020-05-19,597,596,596,598,594,NA
2020-05-20,630,629,630,632,628,NA
2020-05-21,666,664,665,667,663,NA
2020-05-22,703,701,702,704,700,NA
2020-05-23,743,739,741,744,738,NA
