"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
162,2020-06-10,0,0,0,116
163,2020-06-11,0,0,0,122
164,2020-06-12,0,0,0,131
165,2020-06-13,0,0,0,139
166,2020-06-14,0,0,0,144
167,2020-06-15,0,0,0,159
168,2020-06-16,-1,1,3,187
169,2020-06-17,-1,1,3,193
170,2020-06-18,-1,1,3,220
171,2020-06-19,-1,1,3,236
172,2020-06-20,-1,1,3,251
173,2020-06-21,-1,1,3,NA
174,2020-06-22,-1,1,3,NA
175,2020-06-23,-2,2,6,NA
176,2020-06-24,-2,2,6,NA
177,2020-06-25,-2,2,6,NA
178,2020-06-26,-2,3,8,NA
179,2020-06-27,-2,3,8,NA
180,2020-06-28,-3,4,11,NA
181,2020-06-29,-4,5,14,NA
182,2020-06-30,-4,5,14,NA
