"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-04,32835,34194,33514,37526,29502,32187
2020-05-05,34916,35940,35428,39669,31187,34053
2020-05-06,37128,37708,37418,41897,32939,37853
2020-05-07,39481,39490,39486,44213,34759,39928
2020-05-08,41983,41279,41631,46614,36648,41830
2020-05-09,44644,43071,43858,49108,38608,44411
2020-05-10,47473,44857,46165,51691,40639,45444
2020-05-11,50482,46632,48557,54370,42744,46131
2020-05-12,53681,48388,51034,57143,44925,NA
2020-05-13,57083,50121,53602,60018,47186,NA
2020-05-14,60701,51824,56262,62997,49527,NA
2020-05-15,64548,53491,59020,66085,51955,NA
2020-05-16,68638,55119,61878,69285,54471,NA
2020-05-17,72988,56702,64845,72607,57083,NA
2020-05-18,77614,58237,67926,76057,59795,NA
