"dia_ano","dias","otimista","casos_estimados","pessimista","x"
193,2020-07-11,1312,1369,1426,1380
194,2020-07-12,1340,1398,1456,1394
195,2020-07-13,1368,1427,1486,1404
196,2020-07-14,1395,1456,1517,1432
197,2020-07-15,1422,1484,1546,1473
198,2020-07-16,1448,1511,1574,1501
199,2020-07-17,1474,1538,1602,1526
200,2020-07-18,1499,1564,1629,1572
201,2020-07-19,1523,1589,1655,1577
202,2020-07-20,1547,1614,1681,1585
203,2020-07-21,1569,1637,1705,1621
204,2020-07-22,1592,1661,1730,NA
205,2020-07-23,1613,1683,1753,NA
206,2020-07-24,1634,1705,1776,NA
207,2020-07-25,1654,1726,1798,NA
208,2020-07-26,1673,1746,1819,NA
209,2020-07-27,1692,1766,1840,NA
210,2020-07-28,1711,1785,1859,NA
211,2020-07-29,1728,1803,1878,NA
212,2020-07-30,1745,1821,1897,NA
213,2020-07-31,1761,1837,1913,NA
