location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-12;total_cases;35;2020-06-10;8746;2020-07-12;16190;1.85
AL;2020-07-12;total_cases;28;2020-06-17;24867;2020-07-12;45330;1.82
AM;2020-07-12;total_cases;42;2020-06-03;44347;2020-07-12;83526;1.88
AP;2020-07-12;total_cases;30;2020-06-15;16813;2020-07-12;31364;1.87
BA;2020-07-12;total_cases;19;2020-06-26;56422;2020-07-12;105763;1.87
CE;2020-07-12;total_cases;33;2020-06-12;75705;2020-07-12;136785;1.81
DF;2020-07-12;total_cases;20;2020-06-25;38871;2020-07-12;70712;1.82
ES;2020-07-12;total_cases;24;2020-06-21;34858;2020-07-12;62799;1.8
GO;2020-07-12;total_cases;20;2020-06-25;19547;2020-07-12;36244;1.85
MA;2020-07-12;total_cases;35;2020-06-10;53508;2020-07-12;98952;1.85
MG;2020-07-12;total_cases;18;2020-06-27;40966;2020-07-12;75851;1.85
MS;2020-07-12;total_cases;18;2020-06-27;7307;2020-07-12;13197;1.81
MT;2020-07-12;total_cases;15;2020-06-30;15636;2020-07-12;28411;1.82
PA;2020-07-12;total_cases;30;2020-06-15;69224;2020-07-12;125714;1.82
PB;2020-07-12;total_cases;27;2020-06-18;31760;2020-07-12;60784;1.91
PE;2020-07-12;total_cases;38;2020-06-07;40242;2020-07-12;72470;1.8
PI;2020-07-12;total_cases;19;2020-06-26;18023;2020-07-12;32963;1.83
PR;2020-07-12;total_cases;15;2020-06-30;22877;2020-07-12;42537;1.86
RJ;2020-07-12;total_cases;37;2020-06-08;69499;2020-07-12;129684;1.87
RN;2020-07-12;total_cases;21;2020-06-24;21774;2020-07-12;39421;1.81
RO;2020-07-12;total_cases;26;2020-06-19;14353;2020-07-12;26728;1.86
RR;2020-07-12;total_cases;20;2020-06-25;11872;2020-07-12;22225;1.87
RS;2020-07-12;total_cases;22;2020-06-23;20864;2020-07-12;39240;1.88
SC;2020-07-12;total_cases;18;2020-06-27;23808;2020-07-12;43031;1.81
SE;2020-07-12;total_cases;21;2020-06-24;20353;2020-07-12;37631;1.85
SP;2020-07-12;total_cases;27;2020-06-18;192628;2020-07-12;371997;1.93
TO;2020-07-12;total_cases;24;2020-06-21;8354;2020-07-12;15132;1.81
