"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-04,262,264,263,305,221,267
2020-05-05,306,309,308,357,259,303
2020-05-06,357,361,359,416,302,351
2020-05-07,417,422,420,487,353,423
2020-05-08,487,491,489,567,411,494
2020-05-09,568,571,570,661,479,572
2020-05-10,663,662,662,768,556,688
2020-05-11,774,766,770,893,647,747
2020-05-12,903,884,894,1037,751,NA
2020-05-13,1054,1016,1035,1201,869,NA
2020-05-14,1230,1164,1197,1389,1005,NA
2020-05-15,1436,1327,1382,1603,1161,NA
2020-05-16,1676,1506,1591,1846,1336,NA
2020-05-17,1957,1701,1829,2122,1536,NA
2020-05-18,2284,1911,2098,2434,1762,NA
